metric,value
classification_precision,0.39718926461278875
classification_recall,0.7142310614924271
classification_f1,0.51040956608984
classification_accuracy,0.6666039459261722
regression_mae_delayed,10.675291094320047
regression_rmse_delayed,13.443829930754799
regression_mae_nondelayed,1.3327061185147828
regression_rmse_nondelayed,2.099690545109392
regression_mae_overall,4.8647072353361365
regression_rmse_overall,7.5291727280715355
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,49.581603694287864
epsilon_exceeded,True
epsilon_overshoot,34.581603694287864
final_delta,1e-05
stage1_time_seconds,5742.788854837418
stage2_time_seconds,3967.346733570099
stage3_time_seconds,3840.6450226306915
total_training_time_seconds,13550.780611038208
total_training_time_minutes,225.84634351730347
train_samples,19207
val_samples,2727
test_samples,5474
