metric,value
classification_precision,0.5082055098970728
classification_recall,0.9999999999998976
classification_f1,0.6739207663578073
classification_accuracy,0.5082055098970728
regression_mae_delayed,15.748442708955718
regression_rmse_delayed,17.830187172317366
regression_mae_nondelayed,1.7287377798786154
regression_rmse_nondelayed,2.064930516719395
regression_mae_overall,7.194788188241036
regression_rmse_overall,11.492977950939922
num_delayed_samples,132461
num_nondelayed_samples,30953
target_epsilon,15.0
final_epsilon,28.49661097779219
epsilon_exceeded,True
epsilon_overshoot,13.49661097779219
final_delta,1e-05
stage1_time_seconds,3138.106243133545
stage2_time_seconds,2701.4475543498993
stage3_time_seconds,1954.0242733955383
total_training_time_seconds,7793.5780708789825
total_training_time_minutes,129.89296784798304
train_samples,19207
val_samples,2727
test_samples,5474
