metric,value
classification_precision,0.4242857072913631
classification_recall,0.7809994866771612
classification_f1,0.5492430286114187
classification_accuracy,0.6910504201680419
regression_mae_delayed,10.046262075423863
regression_rmse_delayed,12.806743443792927
regression_mae_nondelayed,1.4389895224828155
regression_rmse_nondelayed,2.3997691384900737
regression_mae_overall,4.911235613859205
regression_rmse_overall,7.448261309935059
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,56.02192232811928
epsilon_exceeded,True
epsilon_overshoot,41.02192232811928
final_delta,1e-05
stage1_time_seconds,8573.500396728516
stage2_time_seconds,3872.5434358119965
stage3_time_seconds,4025.401648759842
total_training_time_seconds,16471.445481300354
total_training_time_minutes,274.5240913550059
train_samples,19207
val_samples,2727
test_samples,5474
