metric,value
classification_precision,0.3724495385993951
classification_recall,0.7022436684476541
classification_f1,0.48028044288916
classification_accuracy,0.6379704055535024
regression_mae_delayed,10.642537091749492
regression_rmse_delayed,13.395009895317504
regression_mae_nondelayed,1.8963063966793023
regression_rmse_nondelayed,2.664747619889516
regression_mae_overall,5.154075276004693
regression_rmse_overall,7.619153025565963
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,26.436708603956216
epsilon_exceeded,True
epsilon_overshoot,11.436708603956216
final_delta,1e-05
stage1_time_seconds,7860.30335521698
stage2_time_seconds,5086.9460780620575
stage3_time_seconds,3139.5259177684784
total_training_time_seconds,16086.775351047516
total_training_time_minutes,268.11292251745857
train_samples,19207
val_samples,2727
test_samples,5474
