metric,value
classification_precision,0.3859630725929007
classification_recall,0.7077375566080121
classification_f1,0.4962966478819961
classification_accuracy,0.6563098282791138
regression_mae_delayed,10.615599683614008
regression_rmse_delayed,13.37789608776246
regression_mae_nondelayed,1.75029593676018
regression_rmse_nondelayed,2.4297583933881475
regression_mae_overall,5.082324296052955
regression_rmse_overall,7.562029554166186
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,238.8777746504786
epsilon_exceeded,True
epsilon_overshoot,223.8777746504786
final_delta,1e-05
stage1_time_seconds,7159.694891452789
stage2_time_seconds,3965.450233221054
stage3_time_seconds,3607.188129425049
total_training_time_seconds,14732.333254098892
total_training_time_minutes,245.53888756831486
train_samples,19207
val_samples,2727
test_samples,5474
