metric,value
classification_precision,0.2670914271305658
classification_recall,0.9331675474547912
classification_f1,0.41530733377920914
classification_accuracy,0.3664724150529643
regression_mae_delayed,16.881085081089477
regression_rmse_delayed,18.837437805594448
regression_mae_nondelayed,2.815690492374756
regression_rmse_nondelayed,3.0464976286956897
regression_mae_overall,4.256493527587309
regression_rmse_overall,9.295169032064194
num_delayed_samples,132461
num_nondelayed_samples,30953
target_epsilon,15.0
final_epsilon,50.19656467494885
epsilon_exceeded,True
epsilon_overshoot,35.19656467494885
final_delta,1e-05
stage1_time_seconds,3746.2939965724945
stage2_time_seconds,2753.9611082077026
stage3_time_seconds,2019.981791973114
total_training_time_seconds,8520.236896753311
total_training_time_minutes,142.00394827922185
train_samples,19207
val_samples,2727
test_samples,5474
