metric,value
classification_precision,0.4102173491904098
classification_recall,0.8162503379452972
classification_f1,0.5458135283417558
classification_accuracy,0.6718998903909144
regression_mae_delayed,13.27617984356379
regression_rmse_delayed,15.674744957886746
regression_mae_nondelayed,0.3543445882815532
regression_rmse_nondelayed,0.9066732536248189
regression_mae_overall,4.262826173160551
regression_rmse_overall,7.932327754658895
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,8.826462339573439
epsilon_exceeded,False
epsilon_overshoot,0
final_delta,1e-05
stage1_time_seconds,1575.7231721878052
stage2_time_seconds,1168.815904378891
stage3_time_seconds,2611.1317822933197
total_training_time_seconds,5355.670858860016
total_training_time_minutes,89.26118098100027
train_samples,19207
val_samples,2727
test_samples,5474
