delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,0,722.5462484359741,15.255599864665564,1,151,0.28230243901543267,,,0.5707517418408088,0.3864029397662838,,,,0.2555210994790652,0.7924455938769116
1e-05,1,718.8812193870544,29.23198578877888,1,302,0.24853849756401897,,,0.6656618995232368,0.41162022469235904,,,,0.2951363494594271,0.689865770772452
1e-05,2,716.3208529949188,43.208371712892195,1,453,0.24574657327291982,,,0.7104363769709783,0.40695813703187256,,,,0.3134128917708666,0.585344412134321
1e-05,3,716.2301421165466,57.18475763700551,1,604,0.24534569828715547,,,0.7034836817014518,0.3641820379779764,,,,0.28753227370884893,0.49973575147608096
1e-05,4,716.2171711921692,71.16114356111883,1,755,0.24232293448306078,,,0.6877704437109873,0.41922148029704703,,,,0.3073730903760302,0.6629869858054602
1e-05,5,716.859171628952,85.13752948523215,1,906,0.2412043320422141,,,0.6032159882654489,0.4063827406404593,,,,0.2737937991015331,0.7992136149963556
1e-05,6,715.9137110710144,99.11391540934547,1,1057,0.2488732652751026,,,0.6320828749541156,0.4169399701789376,,,,0.2863865292055878,0.7750708677349293
1e-05,7,715.3200104236603,113.09030133345878,1,1208,0.24571293375349992,,,0.6028602860285586,0.4112507294740464,,,,0.2765013889575221,0.8161252807232704
1e-05,8,709.2510831356049,127.0666872575721,1,1359,0.24900722316164053,,,0.7184451778510657,0.38837169183604914,,,,0.30912614991487325,0.5260349176656332
1e-05,9,712.0276710987091,141.0430731816854,1,1510,0.2418074295023419,,,0.7054565456545137,0.4190613625040531,,,,0.31762793423561586,0.6296186734386382
1e-05,0,576.5839066505432,155.01945910579872,2,1661,0.7267302326019237,,,,,0.5242765557770265,,,,
1e-05,1,562.6940131187439,168.99584502991203,2,1812,0.6494373091009279,,,,,0.49681361286483844,,,,
1e-05,2,561.7777452468872,182.97223095402535,2,1963,0.6421537229556911,,,,,0.4992646609891706,,,,
1e-05,3,562.7483694553375,196.94861687813867,2,2114,0.644867104015603,,,,,0.506599735933722,,,,
1e-05,4,563.3925964832306,210.92500280225198,2,2265,0.6472986589204397,,,,,0.5247007798625892,,,,
1e-05,5,569.2924983501434,224.9013887263653,2,2416,0.6484453397870853,,,,,0.5021511565875085,,,,
1e-05,6,568.8573634624481,238.8777746504786,2,2567,0.6447720642121423,,,,,0.5207189822298545,,,,
,0,295.5027742385864,238.8777746504786,3,,0.07562359977538223,1092057.0,0.5685723954808143,,,27.227551383890667,157025.0,0.5758159149248259,,
,1,292.1096785068512,238.8777746504786,3,,0.034921507320261946,1092057.0,0.5685723954808143,,,13.842752626142572,157025.0,0.5758159149248259,,
,2,294.9105575084686,238.8777746504786,3,,0.017893805785339004,1092057.0,0.5685723954808143,,,8.568228797326952,157025.0,0.5758159149248259,,
,3,296.36037588119507,238.8777746504786,3,,0.012968050433162428,1092057.0,0.5685723954808143,,,7.051476291548523,157025.0,0.5758159149248259,,
,4,293.9941372871399,238.8777746504786,3,,0.011715951412669475,1092057.0,0.5685723954808143,,,6.600552444333804,157025.0,0.5758159149248259,,
,5,296.0094165802002,238.8777746504786,3,,0.01122899478708474,1092057.0,0.5685723954808143,,,6.446168126688836,157025.0,0.5758159149248259,,
,6,295.1549196243286,238.8777746504786,3,,0.01088827590007853,1092057.0,0.5685723954808143,,,6.321238884446212,157025.0,0.5758159149248259,,
,7,299.13022804260254,238.8777746504786,3,,0.010555015611678164,1092057.0,0.5685723954808143,,,6.286537836900319,157025.0,0.5758159149248259,,
,8,289.72547721862793,238.8777746504786,3,,0.010315178702307852,1092057.0,0.5685723954808143,,,6.23770688120157,157025.0,0.5758159149248259,,
,9,239.17902541160583,238.8777746504786,3,,0.010115339488580528,1092057.0,0.5685723954808143,,,6.173416195878603,157025.0,0.5758159149248259,,
,10,237.58567357063293,238.8777746504786,3,,0.009949902831175864,1092057.0,0.5685723954808143,,,6.118253314052971,157025.0,0.5758159149248259,,
,11,238.80687379837036,238.8777746504786,3,,0.009785229321692557,1092057.0,0.5685723954808143,,,6.073386225847525,157025.0,0.5758159149248259,,
,12,238.46771430969238,238.8777746504786,3,,0.00968749960576067,1092057.0,0.5685723954808143,,,6.021137117284007,157025.0,0.5758159149248259,,
