metric,value
classification_precision,0.36528823490461504
classification_recall,0.834451901610865
classification_f1,0.5080160935020962
classification_accuracy,0.6094117647058601
regression_mae_delayed,11.73591625423201
regression_rmse_delayed,14.420280696659297
regression_mae_nondelayed,1.288184203767141
regression_rmse_nondelayed,1.7965535440838698
regression_mae_overall,4.756351257781916
regression_rmse_overall,7.684978334512817
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,13.857961272254233
epsilon_exceeded,False
epsilon_overshoot,0
final_delta,1e-05
stage1_time_seconds,2171.2761845588684
stage2_time_seconds,2487.585780143738
stage3_time_seconds,1925.6503887176514
total_training_time_seconds,6584.512353420258
total_training_time_minutes,109.7418725570043
train_samples,19207
val_samples,2727
test_samples,5474
