metric,value
classification_precision,0.07323981059429427
classification_recall,0.02748530242135924
classification_f1,0.039970533331207585
classification_accuracy,0.7288308366824725
regression_mae_delayed,13.905243109255487
regression_rmse_delayed,16.226241151373877
regression_mae_nondelayed,0.17663720265425442
regression_rmse_nondelayed,0.4110305552439216
regression_mae_overall,4.310746532033409
regression_rmse_overall,8.147133610920715
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,0.13666305448250962
epsilon_exceeded,False
epsilon_overshoot,0
final_delta,1e-05
stage1_time_seconds,4910.074863433838
stage2_time_seconds,3518.872389316559
stage3_time_seconds,4378.390912294388
total_training_time_seconds,12807.338165044785
total_training_time_minutes,213.45563608407974
train_samples,19207
val_samples,2727
test_samples,5474
