metric,value
regression_mae_overall,4.729082848932063
regression_rmse_overall,7.9132871162218725
regression_mae_delayed,12.969135240803016
regression_rmse_delayed,15.43518581392074
regression_mae_nondelayed,0.9948101578797547
regression_rmse_nondelayed,1.093364509762161
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,8.876444117050399
epsilon_exceeded,False
final_delta,1e-05
training_time_seconds,3299.3420362472534
training_time_minutes,54.989033937454224
train_samples,19207
val_samples,2727
test_samples,5474
