delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,val_accuracy,val_f1,val_precision,val_recall
1e-05,2,375.9015028476715,3.553157609067398,1,398,0.784225458625573,0.2031536486974582,0.3311788214758525,0.19867060561226488,0.9944547134751487
