delta,epoch,epoch_time_seconds,epsilon,total_steps,train_loss,val_loss
1e-05,0,672.1362614631653,2.5292790209916705,2401,0.28676743296187207,0.24497175216674805
1e-05,1,707.6708498001099,3.779344101431094,4802,0.34441306947519856,0.2712933123111725
