metric,value
classification_precision,0.13198209718669593
classification_recall,0.49999999999993083
classification_f1,0.2088383464183972
classification_accuracy,0.5219820971866816
regression_mae_delayed,11.92023613627382
regression_rmse_delayed,14.560262543492913
regression_mae_nondelayed,2.0386851035775897
regression_rmse_nondelayed,2.084052867811263
regression_mae_overall,5.272840094327261
regression_rmse_overall,7.774907794058228
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,81.78319686344496
epsilon_exceeded,True
epsilon_overshoot,66.78319686344496
final_delta,1e-05
stage1_time_seconds,7839.141161441803
stage2_time_seconds,4774.323718547821
stage3_time_seconds,3814.3067693710327
total_training_time_seconds,16427.771649360657
total_training_time_minutes,273.7961941560109
train_samples,19207
val_samples,2727
test_samples,5474
