epoch,loss,mae,r2,rmse
1,0.9457259178161621,19.809642799948044,-18.194844407457847,42.95584026192095
2,39.722900390625,9.25413516889768,-1.8230016503556687,16.473483560539822
3,0.990557849407196,6.991629419607521,-0.4503749614966859,11.807829588300969
4,4.040909767150879,6.9405104412665395,-0.40331712825557947,11.614696425729013
5,107.1822738647461,7.861341671677222,-0.7869324127740885,13.106417149190449
6,1436.1304931640625,6.529585580292764,-0.3734247488963774,11.49032668529833
7,1.0295405387878418,5.668989167258499,-0.022686965794868914,9.915196387541235
8,56.2637939453125,9.919565068272195,-2.564965917034701,18.512055616030025
9,0.9043627381324768,-69.97379235433961,-685.154916455724,256.82710867342684
10,1.424377202987671,28.21124047023449,-49.78406428706291,69.87044317935354
11,1.0031410455703735,26.24398090953881,-39.33399510751945,62.267983233401914
12,1.0425450801849365,23.59999552241705,-159.82416439261422,124.33846344970415
13,0.9421771168708801,16.221988038966586,-11.12522008228939,34.1408845777548
14,1.0022157430648804,7.750014584214664,-0.7570996496266948,12.996550260223174
15,0.9730626940727234,15.762543452085389,-8.612308097141549,30.397900579145702
16,3.3024001121520996,-5.262504667406112,-378.93887085089244,191.10982419055287
17,16.277429580688477,9.520995735107398,-1.6834225905775833,16.061044362128165
18,0.9846402406692505,-79.97757611605948,-763.317909967036,271.0601112145221
19,0.9465355277061462,24.001698587243126,-183.40804122232203,133.1434698168129
20,0.8555783629417419,19.088471232364544,-14.709890108327619,38.8603747504859
