epoch,loss,mae,r2,rmse
1,0.9756380319595337,6.972865298037511,-0.42679999561417653,11.711472432236384
2,0.9513141512870789,6.727167033788338,-0.328942363258794,11.302721445621032
3,0.888338565826416,5.772923875250501,-0.004850097743191895,9.82817973220635
4,0.879611611366272,20.456396955747362,-15.758198889661635,40.13684848734767
5,0.8792292475700378,25.6486933288867,-40.09081679977973,62.84708576201809
6,0.8641985058784485,24.067687891097318,-53.7980804669939,72.5721924507684
7,0.9123833179473877,-7.8980539046548826,-270.8561546123635,161.65689128486798
8,0.8842275142669678,-2356.43779734443,-8665.240805575171,912.685382652869
9,0.8825799822807312,-20962.826109021997,-66797.36801790638,2533.763281461754
10,0.9238225817680359,-46495.654974834586,-144760.92023053384,3729.9223916711167
11,0.8725729584693909,-113015.56787831636,-346867.0139075673,5774.062987105012
12,0.8127314448356628,-234223.15998857064,-714333.9660382926,8286.228023841259
13,0.8491223454475403,-159709.75486940984,-488419.72846764605,6851.929542708735
14,0.8789035081863403,-268584.15708066203,-818391.1655562646,8869.448947213274
15,0.8416544795036316,-376731.9528398323,-1145062.4297721745,10491.387755540109
16,0.8527638912200928,-284523.9090883008,-866712.5108059031,9127.241544134005
17,0.8707588911056519,-415543.7492697879,-1262575.7892392662,11016.507263924126
18,0.8634067177772522,-269501.61636768875,-821518.8432217477,8886.337308845656
19,0.8795897960662842,-267712.9858451251,-815373.3438099837,8852.829329355976
20,0.8201084136962891,-422086.33365440875,-1281920.5198357373,11100.584014721144
