delta,epoch,epoch_time_seconds,epsilon,stage,train_loss,train_masked_ratio,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_masked_ratio,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,1,422.6650447845459,4.481790920135179,1,0.2935946632670231,,,,0.7030729739640115,0.4301590531863029,,,,,0.32028311952293287,0.6596950369271692
1e-05,2,399.0105040073395,4.785157938637296,1,0.26672382864696886,,,,0.7425999266592781,0.41874321943283827,,,,,0.3411295186984593,0.5453505473367715
1e-05,3,399.0778365135193,5.0128621201392525,1,0.25887532048354434,,,,0.7520168683534467,0.41612480485392217,,,,,0.34838481026863655,0.5173804662298437
1e-05,4,399.12878346443176,5.178141848218731,1,0.2574354216726549,,,,0.7138797213054114,0.43120107520748985,,,,,0.32646993646623523,0.6373456526699413
1e-05,5,399.8399271965027,5.3341478646449,1,0.2549491474661659,,,,0.7023395672900108,0.433466050765991,,,,,0.3214678869844464,0.6700746720211036
1e-05,6,399.6338610649109,5.484972720688984,1,0.25437897151587835,,,,0.7646424642463685,0.3995960663109819,,,,,0.3552957458056581,0.4619744909628667
1e-05,7,399.6047480106354,5.598852927463332,1,0.2559921504143587,,,,0.7558122478914002,0.4104915482484474,,,,,0.3494928973394643,0.4998534102698508
1e-05,8,383.0149664878845,5.71273313423768,1,0.2564797248682382,,,,0.7581151448477624,0.4060131503712212,,,,,0.349648891474843,0.48543220759942807
1e-05,9,332.9537184238434,5.826613341012028,1,0.2527280139668056,,,,0.7341437477080502,0.4204727147708809,,,,,0.334684036563588,0.5656992720378069
1e-05,10,351.0575258731842,5.940493547786376,1,0.25197080750603323,,,,0.71229556288957,0.4352102528947768,,,,,0.3273897221070535,0.6514366562159469
1e-05,1,119.82624530792236,6.042017396490031,2,0.18207294720450232,0.23309369161142818,,,,,0.15913977772629764,0.17103043637697102,,,,
1e-05,2,120.18709778785706,6.129818656868563,2,0.17892303355922065,0.2335360745893579,,,,,0.16020058918879934,0.17103043637697102,,,,
1e-05,3,122.9277720451355,6.217619917247095,2,0.1778419367408902,0.2331016868614873,,,,,0.1527049555983033,0.17103043637697102,,,,
1e-05,4,124.27856802940369,6.305421177625627,2,0.17741198117825643,0.23306628087036807,,,,,0.15394607547148972,0.17103043637697102,,,,
1e-05,5,123.07124066352844,6.39322243800416,2,0.17694041661777138,0.23322653059309406,,,,,0.15908206517761836,0.17103043637697102,,,,
1e-05,6,121.50306153297424,6.481023698382692,2,0.1765802993434917,0.23318048701291944,,,,,0.15265543800313464,0.17103043637697102,,,,
1e-05,7,125.94252109527588,6.5688249587612235,2,0.1763664982593225,0.2333188201852197,,,,,0.15540122558627828,0.17103043637697102,,,,
1e-05,8,133.79444074630737,6.656626185588487,2,0.17668429814463804,0.23310790757057745,,,,,0.158512470929658,0.17103043637697102,,,,
1e-05,1,131.90890407562256,6.727426186834551,3,0.04952644750933227,,1085192.0,0.564885829964572,,,6.7124494128558245,,155724.0,0.5710451045104511,,
1e-05,2,122.23653531074524,6.798226188080615,3,0.015678700885204865,,1084580.0,0.5647612868421629,,,5.951405646261981,,155724.0,0.5710451045104511,,
1e-05,3,121.35598969459534,6.8690261893266795,3,0.012727244034726337,,1083734.0,0.564778363887838,,,5.659774402432549,,155724.0,0.5710451045104511,,
1e-05,4,121.64184761047363,6.939826190572743,3,0.011225701123463614,,1085225.0,0.5637186915295582,,,5.50746813181641,,155724.0,0.5710451045104511,,
1e-05,5,121.87867951393127,7.010626191818807,3,0.010330168380193716,,1083723.0,0.5640630204863425,,,5.420592906131754,,155724.0,0.5710451045104511,,
1e-05,6,121.91959929466248,7.081426193064871,3,0.009719070374505841,,1085295.0,0.5646978204946761,,,5.3393032886018,,155724.0,0.5710451045104511,,
1e-05,7,123.74970269203186,7.152226194310935,3,0.009321373029157889,,1082244.0,0.564227688053478,,,5.29681930580573,,155724.0,0.5710451045104511,,
1e-05,8,118.86956095695496,7.223026195557,3,0.009071690571350146,,1082932.0,0.5644951438901422,,,5.271583849281129,,155724.0,0.5710451045104511,,
1e-05,9,119.14267230033875,7.293826196803064,3,0.0088144839423545,,1084161.0,0.5643708927812898,,,5.258770429953849,,155724.0,0.5710451045104511,,
1e-05,10,118.95293998718262,7.364626198049128,3,0.00865149004836136,,1082432.0,0.56395758980905,,,5.253734870822524,,155724.0,0.5710451045104511,,
1e-05,11,118.9365382194519,7.435426199295192,3,0.008481814740137532,,1083238.0,0.5645787229251991,,,5.237249629386818,,155724.0,0.5710451045104511,,
1e-05,12,119.31698513031006,7.499784931809295,3,0.008368739158163899,,1084748.0,0.5644654857144047,,,5.220317314744108,,155724.0,0.5710451045104511,,
