epoch,training_loss,validation_loss,validation_mae
1,0.9558184655802432,0.9808515880270624,8.221666907557648
2,0.9326817788131829,0.9599768700102044,7.97076233458855
3,0.9285182286304553,0.9469161479812847,7.809735482798729
4,0.9277585330667739,0.9376610099579853,7.681031287379994
5,0.9259241894751856,0.9310884012175255,7.594089220989752
6,0.9250831657938504,0.9325775205975372,7.609828253702367
7,0.9240963801292145,0.9313145282460362,7.575117181661155
8,0.9239854022272779,0.9323420669309093,7.598803939105005
9,0.925329596288243,0.927208317755077,7.545611114061507
10,0.9240927266134187,0.9250652435260185,7.516257252059019
11,0.9241930336244145,0.9281547114478447,7.556710339508368
12,0.9231543685471651,0.9265013795516021,7.519921876494455
13,0.9233549193688723,0.9303174226229779,7.583182193095294
14,0.9237185455945142,0.9269248584226897,7.534318854976647
15,0.9231771951208535,0.9264293534943302,7.538736242965743
16,0.9241681728174957,0.9271721901956652,7.537996341061233
17,0.9231311499795891,0.9238492685563231,7.492203224548401
18,0.9224822008831042,0.9313100208180884,7.601343317500981
19,0.9231821280621044,0.9283737611237242,7.563678610046146
20,0.9230793066616678,0.9291220017774777,7.57056995670613
21,0.9224324388183187,0.9294589902479706,7.559607423424711
22,0.9226749409379096,0.9212105322538768,7.455331301994182
23,0.9232115177848222,0.9269576392271353,7.524594975495591
24,0.9223062720348553,0.9272386070974934,7.537589611604016
25,0.9223861225519822,0.932774277090708,7.616272011807438
26,0.9225415913798692,0.9217390699218094,7.460332092774936
27,0.9221323828824435,0.9264369200338808,7.532738675566928
28,0.9216994584436483,0.9251315002825082,7.517148691631487
29,0.9222611358989973,0.9256371949760648,7.514176866171137
30,0.9219268714607177,0.9298509820240705,7.584636826998168
31,0.9224097544106973,0.9296403100549061,7.560940913131129
32,0.9218302129869395,0.9220111869683756,7.4555136064838905
33,0.9219635283864015,0.9279455461268111,7.555420715304578
34,0.9218847982568144,0.9236582889101687,7.498072961679083
35,0.9222250637488133,0.9213894785882497,7.44483083450216
36,0.9217960511587059,0.9223716897705057,7.4833514729029345
37,0.921293866675857,0.9241221239822284,7.493868613697071
38,0.9208889931371207,0.9202486903964148,7.435749660455969
39,0.9213372348632723,0.9204261096184205,7.442272395642
40,0.9225259621016111,0.9255782318066744,7.510636450764623
41,0.9216750595381531,0.9192248165827172,7.425163876335503
42,0.9230759797267737,0.926424014480441,7.5382380880210755
43,0.9207477172676759,0.9269199242612466,7.528374138727216
44,0.922257084926707,0.9257129979236647,7.51393622491992
45,0.9223338512837749,0.9259583591672355,7.535525435415784
46,0.921802907490675,0.9271768776573703,7.527461281456155
47,0.9217262752094844,0.9222147946392882,7.456493078906669
48,0.9221327982479901,0.9293438444086659,7.5502355158178664
49,0.9220336388684204,0.9237125813392788,7.489414464350392
50,0.9211139988041809,0.9223917618676124,7.469177817822541
