metric,value
classification_precision,0.0
classification_recall,0.0
classification_f1,0.0
classification_accuracy,0.7576969585928633
regression_mae_delayed,9.479838372994388
regression_rmse_delayed,12.25995389154343
regression_mae_nondelayed,2.756846942298889
regression_rmse_nondelayed,3.461526959460106
regression_mae_overall,5.781223239230703
regression_rmse_overall,7.6898300572633485
num_delayed_samples,132249
num_nondelayed_samples,256584
target_epsilon,15.0
final_epsilon,1112.9114026401162
epsilon_exceeded,True
epsilon_overshoot,1097.9114026401162
final_delta,1e-05
stage1_time_seconds,9988.31954050064
stage2_time_seconds,7853.661778211594
stage3_time_seconds,5903.049143791199
total_training_time_seconds,23745.030462503433
total_training_time_minutes,395.75050770839056
train_samples,19191
val_samples,2711
test_samples,5458
