delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,0,925.9878857135773,0.9831588984203286,1,150,0.2599172701438268,,,0.6964478052378682,0.3994691313699452,,,,0.3028558639969755,0.5903737555531043
1e-05,1,923.3938660621643,1.3989264159495165,1,300,0.25140557120243706,,,0.811206196975226,0.14933973932531341,,,,0.3310689384240817,0.09780213772806054
1e-05,2,923.133355140686,1.723194495822837,1,450,0.24661692490180334,,,0.782320177056379,0.3555300241130642,,,,0.36123728567434554,0.3500601886637995
1e-05,3,920.3220856189728,2.0030226289399087,1,600,0.25003229767084123,,,0.6726189597933845,0.4234767277669862,,,,0.3044025337193659,0.6996210745533966
1e-05,4,921.674165725708,2.2497076104133877,1,750,0.25206111977497736,,,0.8133603836222195,0.23363652758884385,,,,0.40153704843086585,0.16952567501495838
1e-05,5,913.5946443080902,2.4797767043477768,1,900,0.23284482171138127,,,0.662368129841338,0.4307905854104369,,,,0.30299320348724224,0.7464852773840305
1e-05,6,913.3474509716034,2.6798704983136985,1,1050,0.21963923464218776,,,0.7664846919955169,0.4110022331028476,,,,0.36288890399242385,0.47732367918727525
1e-05,7,927.7714505195618,2.8799642922796203,1,1200,0.219252228140831,,,0.6806602729619564,0.42615722451269206,,,,0.3080319237581664,0.6918151663155967
1e-05,8,971.6708192825317,3.0800580862455416,1,1350,0.21977201819419862,,,0.7057322021393799,0.43190056225020684,,,,0.3230739451100175,0.6551570515368861
1e-05,9,969.5085136890411,3.280151880211463,1,1500,0.21405051032702127,,,0.7606270748800619,0.4107096409673006,,,,0.356181751428703,0.4849508246459401
1e-05,10,961.4377403259277,3.4802456741773846,1,1650,0.21945449560880662,,,0.7180081150866309,0.42688089255318123,,,,0.32793575684910825,0.6114108333160992
1e-05,0,867.0252363681793,3.6803394681433064,2,1800,0.3489632166425387,,,,,0.13244196763619054,,,,
1e-05,1,859.9074029922485,3.8804332621092277,2,1950,0.19166127542654673,,,,,0.14098290185611123,,,,
1e-05,2,879.7660253047943,4.08052705607515,2,2100,0.18887657274802525,,,,,0.13411502882300017,,,,
1e-05,3,880.9982779026031,4.280620850041071,2,2250,0.19293680936098098,,,,,0.13480241024110723,,,,
1e-05,4,878.2021718025208,4.4807146440069925,2,2400,0.19859480053186418,,,,,0.13889229680590298,,,,
1e-05,5,878.8209612369537,4.680808437972914,2,2550,0.1995423925916354,,,,,0.1530256160077432,,,,
,0,476.95401787757874,4.680808437972914,3,,0.4058616906404495,1090510.0,0.5682403209837945,,,23.325087616729224,155744.0,0.5744891184064921,,
,1,468.97393703460693,4.680808437972914,3,,0.14320104296008745,1090510.0,0.5682403209837945,,,10.659867754367259,155744.0,0.5744891184064921,,
,2,472.9692769050598,4.680808437972914,3,,0.10564887513717015,1090510.0,0.5682403209837945,,,9.146568586642678,155744.0,0.5744891184064921,,
,3,474.8359270095825,4.680808437972914,3,,0.08354829808076222,1090510.0,0.5682403209837945,,,8.063310407063442,155744.0,0.5744891184064921,,
,4,479.07784605026245,4.680808437972914,3,,0.06833426537613074,1090510.0,0.5682403209837945,,,7.306957591348798,155744.0,0.5744891184064921,,
,5,476.4574410915375,4.680808437972914,3,,0.057220596993962924,1090510.0,0.5682403209837945,,,7.053196429435737,155744.0,0.5744891184064921,,
,6,480.04395294189453,4.680808437972914,3,,0.04913931498924891,1090510.0,0.5682403209837945,,,7.031007907893962,155744.0,0.5744891184064921,,
,7,473.74107789993286,4.680808437972914,3,,0.0430247929940621,1090510.0,0.5682403209837945,,,7.059116531336667,155744.0,0.5744891184064921,,
,8,473.6434359550476,4.680808437972914,3,,0.03797784606615702,1090510.0,0.5682403209837945,,,7.020822281676311,155744.0,0.5744891184064921,,
,9,473.2283799648285,4.680808437972914,3,,0.034047372204562026,1090510.0,0.5682403209837945,,,6.997368874467677,155744.0,0.5744891184064921,,
,10,470.06560826301575,4.680808437972914,3,,0.030593251374860606,1090510.0,0.5682403209837945,,,6.976766400316156,155744.0,0.5744891184064921,,
,11,466.99184703826904,4.680808437972914,3,,0.02796364578107993,1090510.0,0.5682403209837945,,,6.95971563469571,155744.0,0.5744891184064921,,
,12,467.4494183063507,4.680808437972914,3,,0.025480332014461357,1090510.0,0.5682403209837945,,,6.7562640103161,155744.0,0.5744891184064921,,
