metric,value
classification_precision,0.2793635453856959
classification_recall,0.6947704496920843
classification_f1,0.3878153407864923
classification_accuracy,0.49641943734013527
regression_mae_delayed,11.805647776140937
regression_rmse_delayed,14.463244781825054
regression_mae_nondelayed,1.2405632860245237
regression_rmse_nondelayed,1.8057867164166281
regression_mae_overall,4.768108072648973
regression_rmse_overall,7.677982531277086
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,202.539171247784
epsilon_exceeded,True
epsilon_overshoot,187.539171247784
final_delta,1e-05
stage1_time_seconds,3651.309013366699
stage2_time_seconds,3302.4788336753845
stage3_time_seconds,1327.6567108631134
total_training_time_seconds,8281.444557905197
total_training_time_minutes,138.0240759650866
train_samples,19207
val_samples,2727
test_samples,5474
