delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,0,516.6956074237823,3.5473303603222432,1,601,0.9874723544731712,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,1,531.3685231208801,5.815446780092239,1,1202,0.9525591033865727,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,2,516.1336410045624,8.083563199862233,1,1803,0.939554487905169,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,3,515.5449109077454,10.35167961963223,1,2404,0.9371193315145775,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,4,528.9580874443054,12.619796039402226,1,3005,0.9369807682695881,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,5,529.3357937335968,14.88791245917222,1,3606,0.9376241775995087,,,0.3929321240927613,0.5641798541012971,,,,0.3929321240927613,0.9999999999997289
1e-05,0,420.7524061203003,17.156028878942216,2,4207,1.2147434683092024,,,,,0.9266783347777506,,,,
1e-05,1,414.9581515789032,19.42414529871221,2,4808,1.246615330907152,,,,,0.9384677297477366,,,,
1e-05,2,554.509663105011,21.692261718482207,2,5409,1.243084306724853,,,,,0.9285395175437496,,,,
1e-05,3,420.8964943885803,23.960378138252203,2,6010,1.241774208434608,,,,,0.9329204371463348,,,,
1e-05,4,440.00965213775635,26.2284945580222,2,6611,1.2468624655498244,,,,,0.9318419953647333,,,,
1e-05,5,450.2734317779541,28.49661097779219,2,7212,1.2490716612279513,,,,,0.9395647665545847,,,,
,0,199.09941148757935,28.49661097779219,3,,0.03783950107962439,260764.0,0.1357650856458583,,,14.852588411884287,39918.0,0.18714486638537273,,
,1,202.18602585792542,28.49661097779219,3,,0.03145968469910435,260764.0,0.1357650856458583,,,12.356561489405228,39918.0,0.18714486638537273,,
,2,213.31815886497498,28.49661097779219,3,,0.026812482126267898,260764.0,0.1357650856458583,,,10.55862031000475,39918.0,0.18714486638537273,,
,3,351.5786461830139,28.49661097779219,3,,0.2845369232524056,260764.0,0.1357650856458583,,,10.60028441174774,39918.0,0.18714486638537273,,
,4,336.2308714389801,28.49661097779219,3,,0.2835402245727831,260764.0,0.1357650856458583,,,10.679199186115785,39918.0,0.18714486638537273,,
,5,315.0659990310669,28.49661097779219,3,,0.28315535190200647,260764.0,0.1357650856458583,,,10.771219612224655,39918.0,0.18714486638537273,,
,6,336.4788293838501,28.49661097779219,3,,0.28278635501762395,260764.0,0.1357650856458583,,,10.809408379587286,39918.0,0.18714486638537273,,
