metric,value
classification_precision,0.418246368506041
classification_recall,0.7235992456393616
classification_f1,0.5300704164860675
classification_accuracy,0.6885452546720158
regression_mae_delayed,9.086261198568772
regression_rmse_delayed,11.792361772882206
regression_mae_nondelayed,4.037765933040031
regression_rmse_nondelayed,4.676298959918569
regression_mae_overall,6.519375296985441
regression_rmse_overall,8.04970553669648
num_delayed_samples,132249
num_nondelayed_samples,256584
target_epsilon,15.0
final_epsilon,26.290938186292436
epsilon_exceeded,True
epsilon_overshoot,11.290938186292436
final_delta,1e-05
stage1_time_seconds,9876.329531669617
stage2_time_seconds,7909.812049627304
stage3_time_seconds,6014.361554384232
total_training_time_seconds,23800.503135681152
total_training_time_minutes,396.67505226135256
train_samples,19191
val_samples,2711
test_samples,5458
