================================================================================
COMPREHENSIVE EVALUATION RESULTS
================================================================================

MODEL INFORMATION
Model Path,kan_gat_dp_three_stage_sigma2_00_20260102_144027.pth
Model Type,Three-Stage DP
Data Source,cdata
Sequence Length,8
Delay Threshold,5.0 min
Classification Threshold,0.5
Final Epsilon,33.033
Target Epsilon,15.000
Final Delta,1.00e-05
Epsilon Exceeded,True

================================================================================
CLASSIFICATION METRICS (Macro over Arrival/Departure)
================================================================================
Metric,Value
Precision,0.1677
Recall,0.5073
F1 Score,0.2210
Accuracy,0.5027

Per-Channel Metrics:
Channel,Precision,Recall,F1 Score,Accuracy
Arrival,0.2640,1.0000,0.4177,0.2640
Departure,0.0715,0.0146,0.0243,0.7415

================================================================================
OVERALL SUMMARY TABLE
================================================================================
Epsilon,Overall MAE (min),12-step Arrival,12-step Departure,Precision,Recall,F1 Score,Accuracy
33.03,4.8376,5.6279,4.0472,0.1677,0.5073,0.2210,0.5027

================================================================================
DETAILED METRICS - DELAYED FLIGHTS (>5 min)
================================================================================
Horizon,Samples,Arrival MAE,Arrival RMSE,Arrival R2,Departure MAE,Departure RMSE,Departure R2,Mean Arr Pred,Mean Arr Target,Mean Dep Pred,Mean Dep Target
12-step,97640,9.6702,12.5050,-0.5694,9.1563,12.8434,-0.6696,5.28,12.81,3.00,11.11

================================================================================
DETAILED METRICS - NON-DELAYED FLIGHTS (<5 min)
================================================================================
Horizon,Samples,Arrival MAE,Arrival RMSE,Arrival R2,Departure MAE,Departure RMSE,Departure R2,Mean Arr Pred,Mean Arr Target,Mean Dep Pred,Mean Dep Target
12-step,137069,2.8537,3.0804,-6.0578,0.7182,1.4068,-0.4428,5.27,2.42,3.06,2.40

================================================================================
DETAILED METRICS - ALL FLIGHTS (OVERALL)
================================================================================
Horizon,Samples,Arrival MAE,Arrival RMSE,Arrival R2,Departure MAE,Departure RMSE,Departure R2,Mean Arr Pred,Mean Arr Target,Mean Dep Pred,Mean Dep Target
12-step,273700,5.6279,8.0298,-0.0037,4.0472,7.8159,-0.0885,5.28,5.78,3.03,5.17

