metric,value
classification_precision,0.35855324078633316
classification_recall,0.9319336337565617
classification_f1,0.5178631857224305
classification_accuracy,0.38095359883082275
regression_mae_delayed,9.757610144208273
regression_rmse_delayed,12.29228575388383
regression_mae_nondelayed,9.160636251224897
regression_rmse_nondelayed,11.459759305345148
regression_mae_overall,9.373601289262519
regression_rmse_overall,11.763517858763064
num_delayed_samples,97640
num_nondelayed_samples,176060
target_epsilon,15.0
final_epsilon,10.37498861461285
epsilon_exceeded,False
epsilon_overshoot,0
final_delta,1e-05
stage1_time_seconds,508.0824770927429
stage2_time_seconds,1014.8956501483917
stage3_time_seconds,545.1939213275909
total_training_time_seconds,2068.1720485687256
total_training_time_minutes,34.469534142812094
train_samples,12730
val_samples,2727
test_samples,5474
