metric,value
regression_mae_overall,6.101417674103388
regression_rmse_overall,7.83348859825281
regression_mae_delayed,10.505241140787776
regression_rmse_delayed,13.300309826122186
regression_mae_nondelayed,3.5776554106620284
regression_rmse_nondelayed,3.6411021474098586
num_delayed_samples,132461
num_nondelayed_samples,257013
target_epsilon,15.0
final_epsilon,8.876444117050399
epsilon_exceeded,False
final_delta,1e-05
training_time_seconds,3616.261200428009
training_time_minutes,60.27102000713349
train_samples,19207
val_samples,2727
test_samples,5474
