delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,0,415.2614643573761,6.310712873233042,1,151,0.2635024553103163,,,0.6247451411807389,0.31276697969820794,,,,0.22774246509438195,0.5061971332983063
1e-05,1,384.9642412662506,11.342211805913836,1,302,0.25597529547498715,,,0.6145361202786495,0.31151489178125963,,,,0.22440469535620183,0.52559371810092
1e-05,2,387.8220200538635,16.373710738594628,1,453,0.25099102146183416,,,0.6794646131279296,0.2966056934730228,,,,0.24290028463036176,0.4024642718597325
1e-05,3,369.0070495605469,21.405209671275422,1,604,0.25096935142349724,,,0.5426732673266927,0.3361767375780591,,,,0.22344142652892593,0.6786502130459194
1e-05,4,356.39688062667847,26.436708603956216,1,755,0.249287502457764,,,0.622698936560277,0.3653952578305102,,,,0.2562523336685477,0.6375396529622147
1e-05,5,359.1930146217346,31.46820753663701,1,906,0.24630610605344078,,,0.6634286762009047,0.36065513539541405,,,,0.2667093813446755,0.5585057176303035
1e-05,6,355.5125980377197,36.4997064693178,1,1057,0.24663568075918993,,,0.660429042904242,0.3369119736312205,,,,0.2526887149341936,0.5068883575674319
1e-05,7,358.11040329933167,41.5312054019986,1,1208,0.2465407464480558,,,0.5727172717271307,0.35841363737867254,,,,0.2409665947049512,0.7006050870720821
1e-05,8,357.4402701854706,46.56270433467939,1,1359,0.24734420679657665,,,0.6112211221121664,0.34879316990884546,,,,0.24743369920810226,0.6150321253748376
1e-05,9,357.76185965538025,51.594203267360186,1,1510,0.24575883169837345,,,0.55035936927022,0.3594164830347607,,,,0.240138100973659,0.742874787121732
1e-05,0,159.53780460357666,56.625702200040976,2,1661,0.20095395617532413,,,,,0.14417132923883316,,,,
1e-05,1,160.4813675880432,61.657201132721774,2,1812,0.1874239697361624,,,,,0.15591520543920215,,,,
1e-05,2,160.8881597518921,66.68870006540257,2,1963,0.18650332833362732,,,,,0.1463129816141262,,,,
1e-05,3,158.94636583328247,71.72019899808336,2,2114,0.18596824253631744,,,,,0.14248924274634853,,,,
1e-05,4,158.21034574508667,76.75169793076417,2,2265,0.18635030564488164,,,,,0.14376565806401656,,,,
1e-05,5,160.47458219528198,81.78319686344496,2,2416,0.18616839088746254,,,,,0.1422048736499336,,,,
1e-05,6,157.3482837677002,86.81469579612575,2,2567,0.18576819888803342,,,,,0.13900791598929196,,,,
1e-05,7,157.00129461288452,91.84619472880654,2,2718,0.1860654763630684,,,,,0.1414323436907229,,,,
1e-05,8,157.95049810409546,96.87769366148733,2,2869,0.18659204274218605,,,,,0.14222674209797723,,,,
,0,64.48143434524536,96.87769366148733,3,,0.2778283813536562,1092057.0,0.5685723954808143,,,44.69577950740891,157025.0,0.5758159149248259,,
,1,65.97083258628845,96.87769366148733,3,,0.07463248858586052,1092057.0,0.5685723954808143,,,36.32648957669261,157025.0,0.5758159149248259,,
,2,65.06454753875732,96.87769366148733,3,,0.05023003542265355,1092057.0,0.5685723954808143,,,25.9608240686799,157025.0,0.5758159149248259,,
,3,66.70207333564758,96.87769366148733,3,,0.03833840708464187,1092057.0,0.5685723954808143,,,21.004936507881517,157025.0,0.5758159149248259,,
,4,65.52708292007446,96.87769366148733,3,,0.0313025266918915,1092057.0,0.5685723954808143,,,15.394668485710342,157025.0,0.5758159149248259,,
,5,65.46911358833313,96.87769366148733,3,,0.027120024298891328,1092057.0,0.5685723954808143,,,13.961471177001172,157025.0,0.5758159149248259,,
,6,64.86359024047852,96.87769366148733,3,,0.024217807151229176,1092057.0,0.5685723954808143,,,13.421327746737504,157025.0,0.5758159149248259,,
,7,65.69263315200806,96.87769366148733,3,,0.02215368998859892,1092057.0,0.5685723954808143,,,11.974974118085562,157025.0,0.5758159149248259,,
,8,65.37020969390869,96.87769366148733,3,,0.020655929400826133,1092057.0,0.5685723954808143,,,11.259489144118582,157025.0,0.5758159149248259,,
,9,65.08437442779541,96.87769366148733,3,,0.019510487526260466,1092057.0,0.5685723954808143,,,11.62418396082855,157025.0,0.5758159149248259,,
,10,65.87129187583923,96.87769366148733,3,,0.01844283435123646,1092057.0,0.5685723954808143,,,10.46025172825987,157025.0,0.5758159149248259,,
,11,66.83493423461914,96.87769366148733,3,,0.017669658102588543,1092057.0,0.5685723954808143,,,9.896606423228327,157025.0,0.5758159149248259,,
,12,65.97424006462097,96.87769366148733,3,,0.01704933892146049,1092057.0,0.5685723954808143,,,9.839436817385037,157025.0,0.5758159149248259,,
