epoch,epoch_time_seconds,epsilon_approx,stage,train_loss,train_mask_ratio,val_loss,val_mask_ratio
1,2.42087459564209,6.621503115473989,2,0.8408826595405117,0.26125000000000015,0.37923330068588257,0.18796874582767487
