metric,value
classification_f1_macro,0.276681
classification_f1_arrival,0.288462
classification_f1_departure,0.264901
regression_mae_delayed,16.609954
regression_rmse_delayed,19.307777
regression_mae_nondelayed,1.618970
regression_rmse_nondelayed,2.273834
regression_mae_overall,3.530320
regression_rmse_overall,7.214005
stage1_time_seconds,7260.83
stage2_time_seconds,7.74
stage3_time_seconds,6.03
total_time_seconds,7274.61
dp_enabled,0
epsilon_target,7.500000
epsilon_approx_final,0.000000
delta,0.000010000000
noise_multiplier,0.000000
max_grad_norm,1.000000
