delta,epoch,epoch_time_seconds,epsilon,steps,train_loss,val_loss
0.0,1,45.181931495666504,inf,149,0.266346314509443,0.19544570486653934
0.0,2,45.33268642425537,inf,149,0.2129883400145793,0.1942833052440123
0.0,3,45.995643854141235,inf,149,0.21133892558165043,0.19511969726194034
0.0,4,50.68628978729248,inf,149,0.21016814514694598,0.1909589564258402
0.0,5,45.59630751609802,inf,149,0.21018291389782157,0.19446340203285217
0.0,6,45.5800199508667,inf,149,0.20879881964033883,0.19250229678370737
0.0,7,45.58496880531311,inf,149,0.20820774698017427,0.19208194992759012
0.0,8,45.5655152797699,inf,149,0.20823674954023938,0.19503947550600226
0.0,9,45.57864022254944,inf,149,0.2077863091390405,0.19190899214961313
