metric,value
mae_overall,6.665194
rmse_overall,9.967043
mae_delayed,14.128392
rmse_delayed,16.411267
mae_nondelayed,4.278546
rmse_nondelayed,6.706845
n_delayed,132249
n_nondelayed,413551
target_epsilon,15.000000
final_epsilon,0.000000
final_delta,0.00e+00
train_time_seconds,415.125593
train_samples,19191
val_samples,2711
test_samples,5458
