epoch,loss,mae,r2,rmse
1,1.6963796615600586,7.7375438780682595,-0.9490615095651567,13.688084602613566
2,1.0497140884399414,8.57067789192441,-1.4701972411787814,15.409667564233414
3,40.414039611816406,5.481437374049874,0.006394446901895001,9.773204140154421
4,0.9745447039604187,11.02795142116241,-2.8311662427248105,19.190904328817613
5,0.9261074066162109,3.924601025752403,-335.00451092964767,179.72245803289294
6,0.9306855797767639,26.994456835770123,-155.44870823376098,122.63542053352614
7,0.9321065545082092,16.65023280044339,-12.134815542578663,35.53245161646314
8,0.8940553069114685,10.54013882856542,-3.71868314612327,21.29603803219465
9,0.8361473679542542,-292.8350883774201,-1338.6269522849834,358.83328311974475
10,0.8771295547485352,-5385.926629127787,-18151.65637349589,1320.978113182048
11,0.8972283601760864,-53.17188712061976,-420.545317684318,201.3004119256871
12,0.8506985306739807,-999.7098827608806,-3763.4289569867865,601.5337982897942
13,0.8642449378967285,-1090.285346516885,-4120.673141207431,629.1007287097219
14,0.9024245738983154,-21660.17044643208,-68562.30738420691,2566.7660448251736
15,0.8827008605003357,-12772.14505990327,-41042.09149642722,1985.3883511856202
16,0.8686439990997314,-4027.899435647467,-13842.99867326102,1153.5361208428442
17,0.8993028998374939,-145180.6040909331,-445110.6386015721,6541.289963844048
18,0.9339163899421692,-146819.3478386166,-450524.23092773865,6580.743050922021
19,0.8679037690162659,-159625.95331959036,-489295.39933162887,6858.171588181689
20,0.8848175406455994,-219550.50846730146,-671019.2374241118,8029.78064571666
