epoch,loss,mae,r2,rmse
1,1.0494440793991089,60.86719939437859,-102.79967846421927,89.9872752635493
2,0.9265406131744385,18.889594139438387,-6.149753218833584,23.61720988687168
3,0.9098445177078247,47.04855710686621,-45.57005373427981,60.27488707040908
4,0.8999953866004944,13.96398739422603,-2.511630235317368,16.55150410539243
5,431.4798889160156,124.19699770742567,-253.38911670545588,140.87447844377792
6,3.736346960067749,14.769082170687026,-4.230958926168804,20.20104054930115
7,1.6345136165618896,10.783489217907638,-1.8724982987415026,14.969605659433896
8,0.9365142583847046,198.89015075907744,-650.1952355806698,225.39209640585088
9,7.914401054382324,174.72142686202093,-550.4097685721807,207.40552858857689
10,1.0913621187210083,166.64861981487266,-423.9376657164965,182.07306998112207
11,2.1662659645080566,205.4275579601007,-813.6208288743915,252.09296575128747
12,0.8823152184486389,236.09987555345734,-914.024063568132,267.1771592680408
13,0.9133756756782532,122.12309413108763,-384.54542269340345,173.42862425395217
14,0.8513619899749756,523.2380477732108,-5707.53554186617,667.3373489599298
15,0.8802217841148376,357.6200640760589,-2335.2844488391856,426.9194082691645
16,0.8656818866729736,336.3331563121631,-2018.0402565151364,396.87660751449965
17,0.8597842454910278,340.5103756988524,-2135.979330773335,408.3035802948644
18,0.8947513699531555,321.20385086076493,-2235.0934189930053,417.6648772395792
19,0.8589877486228943,178.48424296053904,-819.6885624755986,253.03010706669133
20,0.8586867451667786,72.3737494828704,-258.86107813166984,142.38142705042875
21,0.8326342105865479,70.84941409909985,-1158.2054305473546,300.72067935605793
22,0.8893839716911316,41.269286458554625,-44.75497637054872,59.74509254983929
23,0.836523711681366,57.53281996101662,-1010.6465443206188,280.929594071709
24,0.8420405387878418,77.40210697657243,-2312.3497018924977,424.8188031576372
25,0.8919045329093933,95.44304036760256,-4025.6643294152123,560.4744298061512
26,0.8711116909980774,149.98077109560742,-5442.1604216059295,651.6413744553191
27,0.8950881361961365,176.63978841975486,-4147.460147621035,568.8877036085299
28,0.8394014239311218,171.82249840739394,-1642.9945573869372,358.1238385650313
29,0.8538600206375122,157.76147510294592,-3393.8229571970355,514.6259017665585
30,0.8455629348754883,406.1915015562907,-6810.992499443037,728.9876383331276
31,0.8787651658058167,598.6540121808563,-14028.844845413723,1046.187483648262
32,0.862320065498352,375.35437260759403,-8719.567698008948,824.8129072092323
33,0.8670852184295654,747.0160888329391,-19238.569289639727,1225.1260156245987
34,0.807784378528595,300.77708236495636,-7382.480114900899,758.9508128425077
35,0.890933096408844,417.47306582639254,-12198.384532512368,975.555650447186
36,0.8366946578025818,771.2622128619984,-39924.995643143026,1764.8628777685162
37,0.8439071178436279,516.2797789951036,-9529.019433765367,862.2436102093712
38,0.8434181213378906,630.3858675713217,-16337.179521869306,1128.9765332173035
39,0.8389312028884888,687.4873930442054,-28344.985377192726,1487.0612708673532
40,0.8549320101737976,602.1804844764787,-24439.00328293612,1380.8093444411031
41,0.844518780708313,556.9615911184783,-15443.565464671303,1097.6678206246293
42,0.863682746887207,362.6977468170258,-11272.643732804863,937.8107933597488
43,0.82923424243927,169.92475294925165,-2102.289239640517,405.072333441326
44,0.834764838218689,282.54481519021493,-4280.518983554321,577.9390129366037
45,0.8454126119613647,337.91774868352826,-6762.402561981476,726.3830545549272
46,0.8462814688682556,347.65097823834367,-6013.999583049831,685.0162296424843
47,0.8632573485374451,340.20028473111626,-4158.645013478138,569.6540867197396
48,0.8302924633026123,436.92058115897424,-6202.998349520152,695.6950603157028
49,0.8691824078559875,572.4014212050703,-7490.105963079058,764.4622774966748
50,0.8502439856529236,670.5349548059434,-15634.742140285134,1104.4405193006314
