model,n_params,train_sec,f1,accuracy,precision,recall,f1_arrival,accuracy_arrival,precision_arrival,recall_arrival,f1_departure,accuracy_departure,precision_departure,recall_departure
GRUAttn->TSiTPlus,830021,70413.5,0.5939,0.7310,0.4677,0.8158,0.6047,0.7249,0.4873,0.7966,0.5832,0.7372,0.4480,0.8351
