delta,epoch,epoch_time_seconds,epsilon,stage,train_loss,train_masked_ratio,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_masked_ratio,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,1,1954.5605063438416,7.681216215103618,1,0.2898498244062261,,,,0.9320298745848061,0.05668984767076306,,,,,0.08634912101633155,0.04249529001633297
1e-05,2,1991.8834075927734,8.382886932415628,1,0.27448386294542054,,,,0.8862714848358189,0.07578548825275033,,,,,0.08310820071914998,0.10008187111371933
1e-05,3,1937.5316772460938,8.911781069394271,1,0.2716785629267297,,,,0.8039149136976459,0.09323830385496407,,,,,0.07259585523211198,0.2137552180054827
1e-05,4,1934.6529824733734,9.33409064995461,1,0.2718480840692,,,,0.9310733796758275,0.06162355748617913,,,,,0.09465494641375577,0.046200867024038736
1e-05,5,1940.8898832798004,9.756400230514949,1,0.2716519963517467,,,,0.8934252318637876,0.08191391461721044,,,,,0.07862406451641528,0.09772342936731895
1e-05,6,1930.9214107990265,10.070638898067793,1,0.2718070154459969,,,,0.9240575711926071,0.06762455433101183,,,,,0.08729958823790036,0.05623105944267935
1e-05,7,1929.1580069065094,10.360591889367763,1,0.2701218669861086,,,,0.8737934914786489,0.08689630062379816,,,,,0.07330142987044574,0.12345676758101909
1e-05,8,1934.5722982883453,10.650544880667733,1,0.27175602760678763,,,,0.8727017804961998,0.0765482562325714,,,,,0.08425015362870149,0.11825985422256331
1e-05,1,969.3077619075775,10.9404978719677,2,0.2640545443763803,0.22502633148894388,,,,,0.3412713410126334,0.04865419169827758,,,,
1e-05,2,969.2069420814514,11.230450863267668,2,0.26043224918239105,0.22486413780806414,,,,,0.3514419556534306,0.04865419169827758,,,,
1e-05,3,969.2285985946655,11.47328773304594,2,0.259765188028395,0.22484994891245433,,,,,0.3720876684640996,0.04865419169827758,,,,
1e-05,4,967.2157361507416,11.684933870858108,2,0.2600659431966325,0.22484176297885203,,,,,0.3372608936782057,0.04865419169827758,,,,
1e-05,5,968.5007405281067,11.896580008670275,2,0.25942735498623093,0.22510907723299228,,,,,0.3526392642584483,0.04865419169827758,,,,
1e-05,6,968.3064243793488,12.108226146482444,2,0.26000212941892525,0.22475922685715083,,,,,0.33953030046309357,0.04865419169827758,,,,
1e-05,7,968.6687860488892,12.319872284294613,2,0.25929623747691494,0.22499424905594054,,,,,0.33733506485056963,0.04865419169827758,,,,
1e-05,8,970.9691660404205,12.531518422106782,2,0.2600083329292028,0.22499213418537284,,,,,0.3611154526376917,0.04865419169827758,,,,
1e-05,1,969.8546440601349,12.74316455991895,3,0.04057646544042803,,3867811.0,0.4999533371318545,,,3.6557975394800564,,567979.0,0.5154355046554259,,
1e-05,2,968.4970850944519,12.95481069773112,3,0.025538909371880476,,3865003.0,0.4998005971739628,,,3.492779862105362,,567979.0,0.5154355046554259,,
1e-05,3,970.5609683990479,13.166456835543288,3,0.024625579721703334,,3866290.0,0.5000851089808859,,,3.3910540098166493,,567979.0,0.5154355046554259,,
1e-05,4,971.9230055809021,13.371666413634605,3,0.024218393034219445,,3871525.0,0.5000278975405993,,,3.4208899465760565,,567979.0,0.5154355046554259,,
1e-05,5,970.4069049358368,13.533918179123818,3,0.02399400589016065,,3867747.0,0.500025726894663,,,3.3781705027327167,,567979.0,0.5154355046554259,,
1e-05,6,970.9481461048126,13.696169944613032,3,0.02381567993589395,,3871491.0,0.5005186841350657,,,3.3514133241672273,,567979.0,0.5154355046554259,,
1e-05,7,971.6731646060944,13.858421710102245,3,0.02373171694395145,,3870144.0,0.4999988372552713,,,3.350163764131886,,567979.0,0.5154355046554259,,
1e-05,8,994.9288504123688,14.02067347559146,3,0.023659605218424057,,3866587.0,0.4997632107587105,,,3.3245704414260233,,567979.0,0.5154355046554259,,
1e-05,9,1135.3631966114044,14.182925241080673,3,0.023619730714591985,,3868019.0,0.5001239960073027,,,3.323425717366282,,567979.0,0.5154355046554259,,
1e-05,10,1304.6501348018646,14.345177006569886,3,0.0235245208771525,,3868040.0,0.499845318340541,,,3.3174056009410013,,567979.0,0.5154355046554259,,
1e-05,11,1373.3574171066284,14.507428772059098,3,0.023518241631261833,,3866488.0,0.4998961805563636,,,3.3127025375175143,,567979.0,0.5154355046554259,,
1e-05,12,1374.366779088974,14.669680537548311,3,0.023517950943487013,,3866837.0,0.49960967560050007,,,3.298879108057897,,567979.0,0.5154355046554259,,
