metric,value
classification_precision,0.2681667128173808
classification_recall,0.001134264898560247
classification_f1,0.0022580678749840096
classification_accuracy,0.8165441676258072
regression_mae_delayed,13.375944175026419
regression_rmse_delayed,15.473525828897062
regression_mae_nondelayed,2.4983278950308643
regression_rmse_nondelayed,2.7468244009669713
regression_mae_overall,2.862022279573618
regression_rmse_overall,6.6868375709511865
num_delayed_samples,404599
num_nondelayed_samples,191834
target_epsilon,15.0
final_epsilon,0.05386828719940859
epsilon_exceeded,False
epsilon_overshoot,0.0
final_delta,1e-05
stage1_time_seconds,12956.022114038467
stage2_time_seconds,6803.9040315151215
stage3_time_seconds,11683.427765130997
total_training_time_seconds,31443.353910684586
total_training_time_minutes,524.0558985114097
train_samples,55218
val_samples,7871
test_samples,15763
