metric,value
classification_precision,0.3148164513714086
classification_recall,0.1826936069454464
classification_f1,0.22824781425479243
classification_accuracy,0.7763891028719989
regression_mae_delayed,8.891913273524327
regression_rmse_delayed,11.742347540178114
regression_mae_nondelayed,2.405253827095224
regression_rmse_nondelayed,2.936095081368368
regression_mae_overall,4.998875058340686
regression_rmse_overall,6.5178692053778375
num_delayed_samples,404599
num_nondelayed_samples,191834
target_epsilon,15.0
final_epsilon,26.314528511887683
epsilon_exceeded,True
epsilon_overshoot,11.314528511887683
final_delta,1e-05
stage1_time_seconds,8620.385971307755
stage2_time_seconds,3904.0110840797424
stage3_time_seconds,2322.2559902668
total_training_time_seconds,14846.653045654297
total_training_time_minutes,247.4442174275716
train_samples,55218
val_samples,7871
test_samples,15763
