delta,epoch,epoch_time_seconds,epsilon,stage,total_steps,train_loss,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,0,909.9648900032043,6.286276854819334,1,432,0.2673920682734913,,,0.892766393814529,0.06838630293293668,,,,0.06438229436091478,0.09135578250235718
1e-05,1,755.2674567699432,11.293339769086423,1,864,0.2671356361221384,,,0.8318692487794103,0.07983925779703158,,,,0.05481170478570215,0.1525124947444218
1e-05,2,757.0545780658722,16.300402683353507,1,1296,0.26663204185940603,,,0.8981768517341979,0.07607354333693597,,,,0.06874513517458376,0.08937928628142469
1e-05,3,758.3691115379333,21.307465597620595,1,1728,0.2664257096885531,,,0.8902907599324665,0.0750450918034447,,,,0.06350632801626176,0.09201582812546036
1e-05,4,760.4163482189178,26.314528511887683,1,2160,0.2665948621514771,,,0.8940386953917474,0.07132072063832501,,,,0.07758476544521264,0.08708987941821669
1e-05,5,756.2892973423004,31.321591426154768,1,2592,0.2670859756914002,,,0.8403343194729143,0.09044108539092843,,,,0.06254574150226386,0.16471006919749986
1e-05,6,758.582469701767,36.328654340421856,1,3024,0.26735191309341677,,,0.9233488211699199,0.056688261262620554,,,,0.0840833717450748,0.048088034131201204
1e-05,7,758.5929002761841,41.335717254688944,1,3456,0.266520450581555,,,0.800169700709643,0.09209796952218316,,,,0.05950783744728064,0.20644334458336477
1e-05,8,765.2054073810577,46.34278016895603,1,3888,0.26648762063295756,,,0.8661233823982999,0.07988441519457273,,,,0.06760112905826907,0.12270118158388471
1e-05,9,758.6316101551056,51.34984308322312,1,4320,0.26624703597001453,,,0.8674392435159651,0.08405572637278352,,,,0.07076807936278874,0.12688988497173354
1e-05,10,760.2333271503448,56.3569059974902,1,4752,0.2663617060278301,,,0.9036771512060384,0.07690507378860961,,,,0.07295053444682764,0.08196827390911413
1e-05,0,429.4000506401062,61.36396891175729,2,5184,0.25995863008278386,,,,,0.29912435484995453,,,,
1e-05,1,427.07339000701904,66.37103182602439,2,5616,0.25520922643718896,,,,,0.29788337668004894,,,,
1e-05,2,426.97331380844116,71.37809474029147,2,6048,0.25431527518149877,,,,,0.2958122130686515,,,,
1e-05,3,428.52564668655396,76.38515765455855,2,6480,0.2542700609192252,,,,,0.297652530226261,,,,
1e-05,4,427.30418729782104,81.39222056882565,2,6912,0.2540449576314401,,,,,0.29484501276157166,,,,
1e-05,5,426.07262325286865,86.39928348309273,2,7344,0.254175822009091,,,,,0.29046422809177214,,,,
1e-05,6,428.4721522331238,91.40634639735983,2,7776,0.25444811679146906,,,,,0.29891926671358354,,,,
1e-05,7,428.2480049133301,96.4134093116269,2,8208,0.2542145889321411,,,,,0.29510039243843245,,,,
1e-05,8,424.7343170642853,101.420472225894,2,8640,0.2543743555261581,,,,,0.31135878204729894,,,,
,0,176.1136496067047,101.420472225894,3,,0.28066571841568305,3983441.0,0.5152875873809265,,,12.396585180991996,594563.0,0.539560230139572,,
,1,177.98984146118164,101.420472225894,3,,0.058385012610987934,3983441.0,0.5152875873809265,,,8.271194164095869,594563.0,0.539560230139572,,
,2,180.30202555656433,101.420472225894,3,,0.045416719340546814,3983441.0,0.5152875873809265,,,8.180327376869759,594563.0,0.539560230139572,,
,3,177.2615945339203,101.420472225894,3,,0.03970403252686891,3983441.0,0.5152875873809265,,,6.896516529255995,594563.0,0.539560230139572,,
,4,176.5978877544403,101.420472225894,3,,0.035933534899312586,3983441.0,0.5152875873809265,,,6.777291151171042,594563.0,0.539560230139572,,
,5,179.15828108787537,101.420472225894,3,,0.03351355284124751,3983441.0,0.5152875873809265,,,5.61731176064442,594563.0,0.539560230139572,,
,6,179.91836261749268,101.420472225894,3,,0.03199315127588947,3983441.0,0.5152875873809265,,,5.541138700529201,594563.0,0.539560230139572,,
,7,178.981929063797,101.420472225894,3,,0.031066315089076483,3983441.0,0.5152875873809265,,,5.176966626545431,594563.0,0.539560230139572,,
,8,179.87099409103394,101.420472225894,3,,0.030402178302648717,3983441.0,0.5152875873809265,,,5.40232171017257,594563.0,0.539560230139572,,
,9,178.57325744628906,101.420472225894,3,,0.029927805484341527,3983441.0,0.5152875873809265,,,5.648909479484908,594563.0,0.539560230139572,,
,10,177.0169804096222,101.420472225894,3,,0.029588951142849745,3983441.0,0.5152875873809265,,,5.209702105458394,594563.0,0.539560230139572,,
,11,173.64232349395752,101.420472225894,3,,0.029290544817707053,3983441.0,0.5152875873809265,,,5.1594307410808,594563.0,0.539560230139572,,
,12,157.75971341133118,101.420472225894,3,,0.02903821278380713,3983441.0,0.5152875873809265,,,5.155114572645089,594563.0,0.539560230139572,,
