epoch,epoch_time_seconds,epsilon_approx,stage,train_loss,train_mask_ratio,val_accuracy,val_f1,val_loss,val_mask_ratio,val_precision,val_recall
1,899.1018829345703,0.794693372600481,1,0.9561108721247499,,0.7481339712918109,0.4151373257347469,,,0.3445432614735172,0.5230981526066005
2,882.5839519500732,1.1389109944930913,1,0.8802359122829825,,0.7880161943319257,0.4035351056446931,,,0.39041206453834987,0.4200069857684871
3,882.8714234828949,1.409014244590427,1,0.8489495848897171,,0.7761059992638368,0.42176951842274485,,,0.38211792152239454,0.480711228983672
4,884.5058317184448,1.6407530728149107,1,0.8345411765951102,,0.75213470739781,0.4436481709921325,,,0.3639205141222611,0.5818389345626281
5,880.5333313941956,1.847974921288459,1,0.8233543698789318,,0.7989988958409422,0.40126879139545946,,,0.41456905924774423,0.39726223327745014
6,877.1229596138,2.0377816013770906,1,0.8115495763292877,,0.7510011041589435,0.44811834859748184,,,0.36261056467518227,0.5934004737637304
1,158.42484331130981,2.214391914786295,2,0.15814076172072988,0.2331910654362416,,,0.16525515236637808,0.16924703256650406,,
2,160.57626938819885,2.38055464421408,2,0.1410301575039797,0.233506711409396,,,0.16506534408439288,0.16924703256650406,,
3,167.88936257362366,2.5381791006432888,2,0.13938311352743424,0.23328859060402687,,,0.16308029334653507,0.16924703256650406,,
4,180.19121551513672,2.68865544177887,2,0.13869933427242118,0.23333053691275168,,,0.16274602169340308,0.16924703256650406,,
5,174.6383183002472,2.8330331243976437,2,0.13829961548827122,0.23314282718120805,,,0.1636949594725262,0.16924703256650406,,
6,158.47438097000122,2.9721274720227,2,0.13786903895574404,0.2334841652684564,,,0.1626169796694409,0.16924703256650406,,
7,158.14562463760376,3.1065868686509224,2,0.13797670155449493,0.23333682885906043,,,0.1619966890324246,0.16924703256650406,,
8,158.10395526885986,3.2369370215344357,2,0.1375413425415426,0.23337353187919466,,,0.16297471523284912,0.16924703256650406,,
9,158.21185874938965,3.3636111888253546,2,0.1372874569746033,0.23335360738255037,,,0.1630946086211638,0.16924703256650406,,
10,158.46612548828125,3.486971456085616,2,0.13680747294460505,0.2331837248322148,,,0.16244222901084207,0.16924703256650406,,
11,158.43618154525757,3.6073241027524823,2,0.1370130930712615,0.2332497902684564,,,0.16408147730610587,0.16924703256650406,,
12,162.84077191352844,3.7249309491629656,2,0.13636928271125293,0.23317323825503355,,,0.16193324801596728,0.16924703256650406,,
13,159.21209502220154,3.840017899014521,2,0.13641560925891974,0.2332482172818792,,,0.16238596764477817,0.16924703256650406,,
1,200.76642560958862,2.214391914786295,3,0.01620825697468809,0.5640436241610738,,,0.008627684871581469,0.5717040462927385,,
2,189.47148895263672,2.38055464421408,3,0.013426929912689567,0.5643650377516778,,,0.008429107997058467,0.5717040462927385,,
3,192.21536803245544,2.5381791006432888,3,0.012835543549935997,0.5640792785234899,,,0.008297346934506839,0.5717040462927385,,
4,188.2765679359436,2.68865544177887,3,0.012543179698848494,0.564123322147651,,,0.008194173368710008,0.5717040462927385,,
5,192.7491319179535,2.8330331243976437,3,0.01234783445226713,0.5640336619127517,,,0.008135206976228139,0.5717040462927385,,
6,189.86758303642273,2.9721274720227,3,0.01222888338271033,0.5638045302013424,,,0.008113733640956607,0.5717040462927385,,
7,195.04691648483276,3.1065868686509224,3,0.012133793304885038,0.5641778523489933,,,0.008033742556687106,0.5717040462927385,,
8,189.7027108669281,3.2369370215344357,3,0.012064135124659661,0.5640231753355704,,,0.00797984082336453,0.5717040462927385,,
9,192.48030424118042,3.3636111888253546,3,0.012008307667268878,0.56418519295302,,,0.008016557834873145,0.5717040462927385,,
10,188.48239850997925,3.486971456085616,3,0.011950473231325719,0.564088716442953,,,0.008018601114269008,0.5717040462927385,,
11,192.26518368721008,3.6073241027524823,3,0.011925551168862524,0.5638380872483222,,,0.007947415981272405,0.5717040462927385,,
12,187.9504885673523,3.7249309491629656,3,0.011865305893592595,0.5641768036912751,,,0.007921704239296641,0.5717040462927385,,
13,191.39045572280884,3.840017899014521,3,0.01184240619128202,0.5642114093959731,,,0.007938506378030235,0.5717040462927385,,
14,188.5283374786377,3.952781480646661,3,0.011815110581951954,0.5640425755033556,,,0.007883797844194552,0.5717040462927385,,
15,192.57562136650085,4.063393931936501,3,0.011781358677675623,0.5641972525167784,,,0.0079091572499072,0.5717040462927385,,
16,198.2758767604828,4.172007206543605,3,0.011774208248694141,0.5639104446308725,,,0.007867903893136165,0.5717040462927385,,
17,195.38768076896667,4.278756168641605,3,0.011737218287253689,0.5644117030201342,,,0.007853105621920391,0.5717040462927385,,
18,191.49010825157166,4.383761168437873,3,0.01170865809366135,0.5643791946308723,,,0.007846555355089631,0.5717040462927385,,
