epoch,epoch_time_seconds,epsilon_approx,stage,train_loss,train_mask_ratio,val_accuracy,val_f1,val_loss,val_mask_ratio,val_precision,val_recall
1,729.3561885356903,0.9219154297443963,1,0.986130650989425,,0.7464556496134893,0.3898223277067402,,,0.3311593779159546,0.47379734315752675
2,745.5623202323914,1.3238322990769347,1,0.928128694975434,,0.7993706293705705,0.34708858373036566,,,0.39275806646664624,0.31192621064482595
3,723.4760611057281,1.640196579665658,1,0.896156591642884,,0.7862016930437403,0.3942388412928993,,,0.3848981114608594,0.40820646781925973
4,724.97154712677,1.912275581604935,1,0.8694617005129583,,0.7836989326462434,0.40960102155125827,,,0.3859541945762295,0.4398455255280368
5,724.8058400154114,2.156053850028369,1,0.8510891649346229,,0.7776334192123093,0.4188300236757416,,,0.38208462602227367,0.47131725208683045
6,735.458826303482,2.3797292328353037,1,0.8427336921692611,,0.7824549135074874,0.41423084159649554,,,0.39249704005688435,0.45650208345672116
7,716.2337157726288,2.5881716277062927,1,0.8369873108861833,,0.7983805668015607,0.39915440518539314,,,0.410806351845604,0.3936367216184805
8,719.15784740448,2.784554042386154,1,0.8274102705695809,,0.771542142068401,0.4313812866928004,,,0.379526527609888,0.5110499006852607
9,716.4255480766296,2.971080455581616,1,0.8204316925085378,,0.7805152741994272,0.4213493421435889,,,0.3884014965440531,0.4719726256055498
10,722.8636364936829,3.149355570773792,1,0.812930637711582,,0.7794552815604873,0.42429498170116586,,,0.38673037992316217,0.4790059445514018
11,729.8784408569336,3.320590809470507,1,0.8104101122313001,,0.795086492454855,0.4047356094871216,,,0.4048743824887663,0.4094830633463211
12,739.3781952857971,3.4857273256797425,1,0.8035465229074632,,0.7688995215310438,0.4258221871447664,,,0.37203162486723684,0.503241703504529
13,752.589170217514,3.6455135697774472,1,0.7981034073027086,,0.7555097534044346,0.42488236344886576,,,0.35747408913272993,0.5304457595461332
14,750.1307983398438,3.8005563824512123,1,0.7960796347110157,,0.7710011041589421,0.4131144285463131,,,0.36873272727887313,0.4721261693233716
15,746.4018819332123,3.9513558874369616,1,0.7932496893631036,,0.7677953625321481,0.41244289653081745,,,0.3646878308861471,0.4776013345577657
1,142.3613851070404,4.098330051674439,2,0.18417494814794164,0.233133445945946,,,0.16612888127565384,0.16934190193812051,,
2,142.5674910545349,4.241832423309601,2,0.1449784672943495,0.23340266047297298,,,0.1657510300477346,0.16934190193812051,,
3,142.5344159603119,4.382165229927658,2,0.14244727028892032,0.23331714527027037,,,0.1632781277100245,0.16934190193812051,,
4,141.8750786781311,4.519589239388553,2,0.14063489093416406,0.2333952702702704,,,0.16381041208902994,0.16934190193812051,,
5,143.28548550605774,4.654331310637449,2,0.13926021825313067,0.23334776182432443,,,0.1637397731343905,0.16934190193812051,,
6,142.73118710517883,4.786590263362212,2,0.1389633839187765,0.2334232474662163,,,0.1627835730711619,0.16934190193812051,,
7,141.1387002468109,4.916541502529927,2,0.13881454627683817,0.23288481841216224,,,0.16388519605000815,0.16934190193812051,,
8,142.53073644638062,5.044340706167717,2,0.13837852332208497,0.2333530405405406,,,0.16345103830099106,0.16934190193812051,,
9,142.76391577720642,5.170126798367461,2,0.13809503492855288,0.23334723395270282,,,0.16253066807985306,0.16934190193812051,,
10,142.28062629699707,5.294024369883404,2,0.13779878315844424,0.23341691300675693,,,0.16238058110078177,0.16934190193812051,,
11,142.6395082473755,5.416145666822482,2,0.1381967795718533,0.23350929054054065,,,0.162511778374513,0.16934190193812051,,
12,142.62190008163452,5.536592238042253,2,0.13763420307714785,0.2333356207770271,,,0.16259289781252542,0.16934190193812051,,
13,142.57103633880615,5.655456310225581,2,0.13748960417362877,0.23328019425675686,,,0.1624351590871811,0.16934190193812051,,
14,143.7920241355896,5.772821943710894,2,0.13727825067605193,0.23316986908783788,,,0.1641476477185885,0.16934190193812051,,
15,143.86075377464294,5.8887660103469655,2,0.137425566635108,0.23307221283783788,,,0.1625128611922264,0.16934190193812051,,
1,171.11232686042786,6.0033590257631495,3,0.019098320810728084,0.5637457770270272,,,0.00965956225991249,0.5688783923784891,,
2,173.6357922554016,6.1166658617014456,3,0.014513800218482347,0.5640081292229732,,,0.00871556531637907,0.5688783923784891,,
3,172.31809282302856,6.228746358882528,3,0.013671668682939748,0.5639664273648651,,,0.008626833402862152,0.5688783923784891,,
4,172.31703686714172,6.339655856871986,3,0.013253585607719436,0.5639764569256759,,,0.008571969500432411,0.5688783923784891,,
5,172.4978232383728,6.449445654285317,3,0.012959212251705656,0.5642372255067569,,,0.008495278501262268,0.5688783923784891,,
6,172.79173612594604,6.558163410208512,3,0.012763103692964866,0.564476879222973,,,0.008437908720225096,0.5688783923784891,,
7,172.81376433372498,6.665853495759254,3,0.01263198397605634,0.5640704180743246,,,0.008390896953642368,0.5688783923784891,,
8,172.5180060863495,6.772557303155188,3,0.012519847698396572,0.5640176309121625,,,0.008327861316502094,0.5688783923784891,,
9,172.44543361663818,6.878313518403007,3,0.012422090370081778,0.5642467271959464,,,0.008314216354240974,0.5688783923784891,,
10,171.57011723518372,6.983158362709007,3,0.012360230424571848,0.5639168074324328,,,0.0082683350580434,0.5688783923784891,,
11,172.37832498550415,7.087125806887468,3,0.012287420152980254,0.5642905405405406,,,0.008237208239734173,0.5688783923784891,,
12,171.63513660430908,7.19024776236902,3,0.012239019222374121,0.5639532305743243,,,0.008236199772606293,0.5688783923784891,,
