epoch,loss,mae,r2,rmse
1,211.78909518062204,6.918275339495362,-0.12825737339688453,9.381819922373838
2,11.638943356500155,15.875354425477582,-3.3974161899979136,18.521743799793295
3,23.54810745118321,6.997561646961063,-0.1458742977966179,9.454783433336933
4,32.141818980859675,6.721913818079261,-0.060121662218360426,9.094125510395818
5,99.75653114166812,11.942433700638633,-1.62249724468814,14.303443857393006
6,119.45978585333064,7.799492237277586,-0.5585010230615731,11.026457493147198
7,90.06774327979572,7.16064420393885,-0.14279217756378146,9.442059409825516
8,100.46194615402084,11.79265402696045,-2.0377536328698374,15.394279772358976
9,28.773624778934145,11.053244656986644,-1.753840544550999,14.654977242709876
10,0.8929752858825352,29.002157014011285,-11.96522393458005,31.80333439818075
11,0.8870116792899975,41.59878138160946,-26.090596886760874,45.971887316752166
12,0.8807165778547094,70.00480017957885,-69.42645822590045,74.1226611066724
13,0.8807687975012738,21.008566598577946,-6.048375850135391,23.448967835127366
14,0.8762575689606045,43.70352070955579,-27.87550585400632,47.46219683360365
15,0.8759497087243674,39.67391408811037,-24.040837028613595,44.198461763598175
16,0.8813752159173938,35.53053855431667,-23.892818457252414,44.067608821817664
17,0.8730084147315095,41.65118517065394,-24.60775576298644,44.69600822298119
18,0.873118500985961,31.6740567907285,-15.900997674194649,36.31108319491394
19,0.8695826528383338,27.84575092787175,-10.483118257792295,29.930432013656418
20,0.8692939246219138,41.989930715094694,-24.8859810065786,44.93817249190403
21,0.8684266731358956,28.84800282063681,-32.21211780135132,50.90158950468058
22,0.8674002700957699,53.67741747055542,-40.25214999169782,56.729163452878744
23,0.8691126005891441,7.368680265945113,-1.4781441994070168,13.904084911050228
24,0.8668543613475302,28.086249631753784,-11.45229533348607,31.167908565657374
25,0.8662016151953434,18.075178672563066,-5.924912473377944,23.242807230303228
26,0.868782334431358,32.77466656642792,-20.984618322510396,41.41353032736211
27,0.8655744566433672,28.443018805044744,-16.158223233376926,36.586362908553866
28,0.8664072954136393,43.350547839983726,-58.10674342307638,67.90491420467728
29,0.8646851933175239,212.7999351045703,-1299.5029608996558,318.52151335980375
30,0.8653040968853495,123.00310146251888,-455.69255931972197,188.75351918932378
