epoch,loss,mae,r2,rmse
1,1.2654595375061035,8.556527814013645,-1.1982393928398862,14.53673722763911
2,390.40142822265625,9.131435072323685,-1.4737932147917432,15.420968238010067
3,0.9488289952278137,5.471336600838948,0.07113275151890831,9.44945560822765
4,1.000223159790039,5.318746852340983,0.11444981481709393,9.226490853732633
5,0.9503985643386841,6.036715232454822,-0.08894769698709393,10.231360401333324
6,0.9932605624198914,5.584390367308467,0.03673481037289877,9.622827185563773
7,0.9081624150276184,20.703732155033926,-49.79811939094507,69.83384188656207
8,0.9212983250617981,-93.50594779178108,-805.0493237039433,278.35942297406496
9,0.8808850646018982,-24466.70847654475,-78508.77217476624,2747.130902879005
10,0.8683356046676636,-43172.76916659757,-136106.70636659997,3617.0852267135956
11,0.8491263389587402,-64304.19375216663,-200977.7670687666,4395.457894222991
12,0.8885210156440735,-6189.957667598941,-21056.932936578127,1422.7192900278612
13,0.8691147565841675,-1624.9600664641764,-6258.200968811269,775.5919093964679
14,0.848163902759552,-754.7125715429115,-3282.5018473275254,561.7350585596612
15,0.8730208873748779,-755.478144937953,-3329.4418317232485,565.8015635395958
16,0.8826773166656494,-6414.771917135832,-21868.489856133037,1449.894519670579
17,0.8415669202804565,-1153.175791223297,-4641.402952124394,667.937777898307
18,0.8374600410461426,-648.7474857864441,-2923.7521092942548,530.1979805371966
19,0.8959028124809265,-2378.697401496395,-8857.711529621864,922.787357258571
20,0.8927197456359863,-2886.328705592272,-10584.21300798073,1008.7410736041547
