epoch,training_loss,validation_loss,validation_mae
1,0.9243471850519595,0.9200711846806215,7.409164357710559
2,0.9205372921625773,0.9255568743797637,7.5024992771066055
3,0.9202032854591591,0.919948632227385,7.423198086610943
4,0.9208707616640174,0.9248910811784777,7.477749555857865
5,0.9201942944872207,0.917298484419843,7.383818949668722
6,0.9187754567809727,0.913330771764867,7.342577134606199
7,0.920636829500613,0.9205089300715577,7.411638926849615
8,0.9195673304709835,0.9215704922499098,7.455566568189478
9,0.919637613227402,0.9214672956606689,7.455172466228498
10,0.9188897427268651,0.9280087229589412,7.531479694700359
11,0.9182408305527507,0.8981187143576741,7.108420029599563
12,0.9183199430203093,0.9174063555830935,7.383042214010094
13,0.9188527899203093,0.9131349336696395,7.3307103378708875
14,0.9188864148181418,0.9245852579363756,7.480537823156902
15,0.9195124426095382,0.9137187171379372,7.346580586381202
16,0.918782388092815,0.9104743843250146,7.291291817170506
17,0.9185867586688719,0.9124518005399703,7.3329492745433384
18,0.9192396682587223,0.9057040384328848,7.246533400642831
19,0.9191048698839934,0.9156206236022604,7.358751911213644
20,0.9183405201676963,0.9189650479107963,7.425708544825607
21,0.9185538179632546,0.9180442985500967,7.4470067913565705
22,0.9176335063533506,0.9025059671433496,7.187840924034673
23,0.9182320536737857,0.9013910741276885,7.1852349359934005
24,0.9188000294782114,0.9080195722122939,7.293600035031088
25,0.9189599600736645,0.9070966016978037,7.286364555741948
26,0.9188534638501595,0.8892184942562971,6.9898421109314945
27,0.9177971252496692,0.9049092634017879,7.232865411547294
28,0.9203688103219737,0.9118452654021871,7.370422805460415
29,0.9186004084435062,0.9077855121745411,7.289592106310633
30,0.9182728979553002,0.904657714283874,7.207271896810583
31,0.9179614334521087,0.9088747955283838,7.302711230571755
32,0.9178376257592353,0.9029780542879285,7.184178624618631
33,0.91874614915986,0.9216010308377819,7.463227910917891
34,0.9177485331590625,0.9048624140676526,7.230277774625759
35,0.9174563310802847,0.9067796999319878,7.243414338876913
36,0.9186129039957903,0.9234364237993846,7.49240001311739
37,0.919201193028602,0.9110242688733134,7.320022918279576
38,0.9189745385750481,0.9187543724943059,7.414103452066867
39,0.9173566428820292,0.9178121292456233,7.422288068643201
40,0.9189420037684233,0.9093665210585802,7.29535742781479
41,0.9174465723314147,0.931127194363022,7.603259048484383
42,0.9189064956056899,0.9098130511376854,7.305119843096086
43,0.918059695077979,0.9213768381228119,7.486674207417729
44,0.9182598382148189,0.9195644996195627,7.4526288125088245
45,0.9164071147683738,0.9218197312351405,7.465205366670716
46,0.9167071601273357,0.905733234859322,7.256682929417658
47,0.916838111186373,0.9170137161415748,7.429841816375087
48,0.917446474890778,0.9138230774535057,7.376550277778423
49,0.9177453965726106,0.9145096531889559,7.388006088678812
50,0.9186470820247263,0.9276506663187041,7.579104769367944
