epoch,training_loss,validation_loss,validation_mae
1,0.925240866066753,0.9208523915594985,7.445991064914196
2,0.9204708262111829,0.9238101119414451,7.484203569140406
3,0.9207881669376208,0.9362030860140316,7.652427699461479
4,0.9192207042030666,0.9197457689667379,7.41681834703192
5,0.9191251280687858,0.9330394096881837,7.616684699910562
6,0.919345968287924,0.9137379449053612,7.3353979052942115
7,0.9174063685320426,0.9103026815043845,7.2862604407542975
8,0.9179252811100171,0.9254274634298473,7.517631233677924
9,0.9184212090658105,0.9108401116595056,7.296444104277888
10,0.9172437586991683,0.8932688173123989,7.060393675585195
11,0.9176380458085434,0.9268480135492286,7.556522056146488
12,0.916786907479383,0.9221675765624991,7.4685762274626475
13,0.9172330322127411,0.9128284588677767,7.336945642477503
14,0.9153923028448354,0.9069755016446674,7.2694472716104945
15,0.9160341862319172,0.9102303369066169,7.320629092685913
16,0.9164207394917806,0.9178804687628135,7.391783270113568
17,0.9164369590040566,0.9063104774470976,7.256586567522457
18,0.9165003843238388,0.9084543330902457,7.289583776371981
19,0.9170187685800635,0.9171458904376794,7.417217066233299
20,0.9167334799144579,0.9112109119500867,7.325849149768029
21,0.9154798239901446,0.9097398930770614,7.312538682830304
22,0.9158403178228848,0.9020002581301314,7.21771598006707
23,0.9167787512488987,0.9093901761017292,7.322343019451714
24,0.9155278867569523,0.9107247670723884,7.310671309928285
25,0.9161860163315483,0.9078200532366606,7.2745439267180325
26,0.9160895899758823,0.9180674293951323,7.3918982354087435
27,0.9173447244409202,0.911480561082512,7.328010527619163
28,0.9167975255026334,0.9045898210249241,7.232115485119617
29,0.9149467109597248,0.9044009048647509,7.214473644287377
30,0.915630912469781,0.9008562364829182,7.168003634880658
31,0.9150316473021024,0.90560128094963,7.234395597587273
32,0.9159467744481736,0.9133421904449468,7.362751511226982
33,0.9154278541993404,0.9336031856721126,7.6497801967074395
34,0.9163066253800323,0.9003275441929454,7.172222791233466
35,0.9150447166484336,0.9053289449865003,7.25598413845119
36,0.9160903133516727,0.8967563961351389,7.111107178980167
37,0.9176918092672376,0.9068452159301047,7.264304384262612
38,0.9154952372675357,0.9129155704765106,7.366148452889142
39,0.9151772717807604,0.899346708524056,7.15394043334227
40,0.9164026950407719,0.9099679815582813,7.29516696048164
41,0.9153977185401364,0.9103743141422099,7.29727793807998
42,0.9164666130231774,0.9126324386476667,7.343553884440606
43,0.9164162898409194,0.913243020923404,7.332238152674402
44,0.9163895207557126,0.8963643599605112,7.102375951781543
45,0.9160642763151639,0.9050699003818333,7.237237286750916
46,0.9179275940812153,0.9151526673770215,7.386569077021114
47,0.9164806571905164,0.9070475697138568,7.26049137563097
48,0.9150518537949824,0.9058340260257287,7.25358500234664
49,0.9157937831809555,0.9147266664195276,7.3593855795329945
50,0.9158301462643388,0.9138924715342267,7.361209570891845
