epoch,training_loss,validation_loss,validation_mae
1,0.9261586936314901,0.9331822499426374,7.605584654175665
2,0.9212012527645498,0.9135513503184476,7.302025924615112
3,0.9211996355609617,0.9223327802569223,7.466601014321275
4,0.9186023566688316,0.9125689193255961,7.318138092457875
5,0.9193344716403795,0.9169479570425767,7.398685463827392
6,0.9193075390484022,0.9083249754640219,7.2881064191244604
7,0.9197408019632533,0.9233722683282369,7.471310544825485
8,0.9196628479681154,0.9172731295267781,7.394395555258793
9,0.9183268888100334,0.9062615018174596,7.25043856906261
10,0.9181600340898486,0.9102714204630616,7.304880794915042
11,0.9180048185500546,0.9041323980094669,7.196436294584813
12,0.9172892396000848,0.9070018683241149,7.258135982561828
13,0.9180831716717154,0.9116507003476148,7.328562339061956
14,0.9177189013923424,0.9233966991182232,7.488767819723269
15,0.917169682910477,0.9130951216385418,7.330579561751914
16,0.9174648790774138,0.9107115120131315,7.300300916846466
17,0.9173629163659137,0.9192672126232874,7.427609310340659
18,0.9170131581071495,0.9145590675230234,7.35945532875921
19,0.9173642892422883,0.9107150597964488,7.3093676379117625
20,0.9171731327236563,0.9256004553003627,7.507691754976748
21,0.9176682027526524,0.9101953118323552,7.280971773274327
22,0.917529654364655,0.9191207334624626,7.4216721218734065
23,0.9162725105492965,0.9159968929353203,7.379057562525097
24,0.9180059280948363,0.9100538521448206,7.287754492439087
25,0.9172775350791821,0.9126237776692523,7.335388264344236
26,0.9172446311384007,0.9034931051150746,7.190499446758548
27,0.9167195361247961,0.9194016786031989,7.43030895804566
28,0.9167484203283338,0.9129213545667,7.3126688877163994
29,0.9168470972171728,0.9113224563187076,7.30333840881871
30,0.9171934916662133,0.9230074587931426,7.467812658618385
31,0.9183130874150042,0.9098053231875142,7.30573227248436
32,0.9164356956965681,0.9114339196789564,7.301199883767957
33,0.9168433128578075,0.9137639888469095,7.367023469996632
34,0.9167600650718246,0.9173203548846227,7.412285590543942
35,0.9160498709609544,0.909526911876822,7.300485450630763
36,0.9158532535165981,0.9211104061562027,7.4850232220303115
37,0.916745249879533,0.9128991307851031,7.340292731712803
38,0.9165239291605742,0.9044343235760309,7.236098930504073
39,0.9155632375979769,0.9260572253013636,7.533948475136508
40,0.9172385191571886,0.9171625493032529,7.395989381593338
41,0.9152158855700838,0.9126081072997756,7.3540466969634215
42,0.9158206755873086,0.9047341635482684,7.225901373309661
43,0.9169000103508217,0.917954083105441,7.428754973816492
44,0.9164502796573916,0.9138294733720767,7.367762640818905
45,0.9159785264125768,0.9056594578104854,7.254060289857872
46,0.9170465105858402,0.9148071140138019,7.388351723940297
47,0.9164134832396024,0.9135903644337502,7.343505111550577
48,0.9145517893459486,0.913599010812171,7.3791567192627205
49,0.9173130965923918,0.9127431017812756,7.3467158584595
50,0.9157957124019015,0.9157705729853566,7.3859198542348565
