epoch,training_loss,validation_loss,validation_mae
1,0.9253754185248112,0.9185391405387316,7.400332077429678
2,0.920770450571309,0.9259912995412023,7.47839831026016
3,0.9194500314325527,0.9193493548927002,7.435977953189332
4,0.9184158102671305,0.9183127303218636,7.415239480545636
5,0.9177891448960788,0.9087430536178738,7.277518541939036
6,0.9178421473157579,0.9221701714367307,7.467838466697114
7,0.9184761812375939,0.912821029130243,7.356510478716373
8,0.9191866452452065,0.9181877066283846,7.423697769169482
9,0.9175521741397139,0.9238761206874554,7.517074880799364
10,0.9168161903948023,0.9134180407913847,7.35253823554788
11,0.917386932131173,0.9231825447512867,7.493594261329168
12,0.91685444911321,0.926314833257558,7.533091789268802
13,0.9182218619705974,0.9265672287735504,7.555093219897496
14,0.9155168711620828,0.9098915670474784,7.290828027097317
15,0.916561341493026,0.9088646622462968,7.27502670176348
16,0.9161050885656605,0.8976082768027477,7.133569348372229
17,0.9165176453797713,0.8998103439618478,7.142490200524139
18,0.9171918043882951,0.8995651245208106,7.135657547895406
19,0.9167663583548172,0.9091676559232462,7.292682072740792
20,0.9159852670241093,0.9018138134678028,7.201621345223994
21,0.9178228036908136,0.9183949828981308,7.41734269654163
22,0.9166050587184187,0.9149841680920108,7.374362873529105
23,0.9163500364621481,0.8987398206528494,7.152332849907762
24,0.9171109962808913,0.9152646436690678,7.397730131088305
25,0.9164645515663037,0.9202387268818727,7.414037815206189
26,0.9166991263196088,0.9077564048785274,7.275002844089195
27,0.9162106472167416,0.9158128051605069,7.4004243854173515
28,0.9158614155866097,0.9225316747210449,7.482881326260245
29,0.9170884643084761,0.9104097568429651,7.302897438709646
30,0.9172066193732662,0.9124274855877129,7.3544402345612765
31,0.9169152268465014,0.9024189815173326,7.1968160117972175
32,0.9158761366899463,0.9176565945353035,7.421388940146284
33,0.9161027926638506,0.9157305765488376,7.392151076894464
34,0.9153511967866317,0.9053605761115245,7.251406116279157
35,0.9167272179714148,0.9122755770324463,7.310102810502973
36,0.9167975761579431,0.9173808484849049,7.409405006235737
37,0.9168132247786591,0.9273780501902565,7.543229113470969
38,0.9167139687399933,0.9074573751794227,7.279709750518158
39,0.917179833529652,0.909957683857687,7.311539231173537
40,0.9162181325580763,0.8946742191844449,7.083937397463987
41,0.9152391693557518,0.9272292045500161,7.532075291832861
42,0.9160696849615677,0.9294218258465565,7.594195441703548
43,0.9162454437863999,0.897714667411473,7.137061054939387
44,0.9155182228226593,0.9205738655778646,7.455648841085758
45,0.915039176111636,0.9071143372125239,7.270656177368571
46,0.9160420436098956,0.8981053210644342,7.145096801101528
47,0.9158128301302592,0.8983025011771423,7.131091033894424
48,0.9161861136685246,0.9054761886202699,7.241061939702424
49,0.9157017914454142,0.9208227187126129,7.442277378185131
50,0.9163768701967986,0.915438540625545,7.380417548710235
