epoch,training_loss,validation_loss,validation_mae
1,0.9264060832452083,0.9209394383585042,7.3997154342458495
2,0.9201286971396294,0.925988818587835,7.50561722678134
3,0.918831152121226,0.9236605133824841,7.465552361550347
4,0.9201613531596419,0.9190944774232372,7.418242054997318
5,0.9189932135222615,0.9184299433369246,7.409764319342343
6,0.9182564649029055,0.9150964534463006,7.3442568947380105
7,0.9177194535905037,0.9100779190638687,7.297614077006426
8,0.9178098713142284,0.9256603913430232,7.5062002333940425
9,0.9181818296598352,0.9164642113597963,7.415646380446224
10,0.9177065022440924,0.9134946699152761,7.342781584442842
11,0.9189986659132916,0.9248091799945862,7.51123774365054
12,0.9172061514163363,0.9135669968218214,7.344780706596807
13,0.9177625518950863,0.9079046301364717,7.287708140999643
14,0.9168013088599495,0.9205355291613876,7.438263941422981
15,0.9174698475132818,0.9163583153552167,7.419812887237334
16,0.9167094367483388,0.9053980516738839,7.243171680634806
17,0.9171741734725841,0.9211750746500663,7.455875076690739
18,0.9174764704358751,0.9096780446397921,7.298383405490866
19,0.9157073442141215,0.9103902385909751,7.331820622147884
20,0.9169724448521932,0.927950995576356,7.535917721331189
21,0.9167724661896194,0.9214932875059241,7.465282898759351
22,0.917174074995345,0.9267610953771525,7.525777773061296
23,0.917325596049212,0.9106261019817646,7.311334818191913
24,0.9164478326880413,0.9262819571781147,7.536414849937148
25,0.9176165044480475,0.8939501540518722,7.09968657780784
26,0.916668458295905,0.8996773596199068,7.125282373090414
27,0.9161816090431766,0.9290829172382303,7.575687103236817
28,0.9171139707772629,0.9043845878148058,7.215324501156046
29,0.9171895264888156,0.919985233290277,7.436578090624568
30,0.9159819268834763,0.9086062159383101,7.2591707738294495
31,0.9165851840074511,0.9088365890192716,7.301696580695929
32,0.9174354971319005,0.9087381773033181,7.268380438298558
33,0.9165888650520988,0.9066930059270178,7.264439273395557
34,0.9170391690212747,0.9229329360308756,7.492721269325519
35,0.9173325183080591,0.9160425499341108,7.388016697910088
36,0.9174400490954302,0.9133737647459167,7.339695879359771
37,0.9172608720046886,0.9175820133427555,7.408473176638629
38,0.9162072715206423,0.9008088167565015,7.151546867031173
39,0.917226233827895,0.911345004679303,7.345429793731018
40,0.9169917889954388,0.8914765963730764,7.049906295194954
41,0.9160367301581562,0.9238266054035612,7.505039888443037
42,0.9155706416696742,0.9018496117431841,7.18134074320653
43,0.9157787893474966,0.9393726891417872,7.705035985678152
44,0.9168775974840357,0.9251851838986999,7.540443590177898
45,0.9160952968873839,0.9192727377548959,7.447252581555848
46,0.9167974740871485,0.9264508188187554,7.547810193676107
47,0.9164929397900899,0.9268215819994406,7.565132969873435
48,0.9164800399973773,0.9159072021888296,7.387067561788368
49,0.9175437775211058,0.9135270354571088,7.358076312077294
50,0.9168808438121409,0.9277402842243335,7.551987591164756
