epoch,loss,mae,r2,rmse
1,2.858555793762207,6.6960281124776415,-0.41418220321405147,11.659572926435827
2,4.111282825469971,24.070148741936272,-44.69758176447332,66.27896572066423
3,0.9877679347991943,-256.0312750505169,-1397.616373466222,366.6732664719869
4,28.043352127075195,12.325169216328183,-4.123643452066377,22.1931613011572
5,1.0329734086990356,17.678917487158493,-15.18334890013407,39.4422012751455
6,14.348050117492676,8.889082640830848,-1.4323243615160324,15.291069023054748
7,72.18171691894531,10.76110286295391,-3.284685430566277,20.295000618510826
8,0.9806360006332397,7.047919789242958,-0.4480807835047311,11.79848800307667
9,0.9853335022926331,6.929208694820675,-0.40459276388661286,11.61997421597515
10,1.1825592517852783,5.723239701481027,-0.034801072162007264,9.973747212160168
11,0.9973713159561157,6.885436927921955,-0.3901779682838374,11.560194785104876
12,9.480791091918945,6.545822333428003,-0.26266087448659287,11.017204470489924
13,0.9274694323539734,18.05968716495652,-230.7672177867569,149.26396283717642
14,1.039613127708435,8.708661424459866,-1.3883212721814366,15.152164566049763
15,0.9138790965080261,8.93624440660944,-1.4289189576862817,15.280423479356427
16,0.8444299101829529,8.518784664980487,-1.221757561837889,14.614090982559643
17,0.8851073980331421,28.723160071654654,-83.8875076257204,90.33374724292298
18,0.8912596702575684,-6.218060440842752,-362.27378576398206,186.87308477261362
19,0.8929134607315063,-7749.189340093543,-26374.06971586656,1592.3064691751777
20,0.8862823247909546,-33673.50660604049,-107341.8660155969,3212.30337047898
