metric,value
mae_overall,6.689184
rmse_overall,9.882564
mae_delayed,13.399507
rmse_delayed,15.812026
mae_nondelayed,4.543298
rmse_nondelayed,6.995971
n_delayed,132249
n_nondelayed,413551
target_epsilon,15.000000
final_epsilon,0.000000
final_delta,0.00e+00
train_time_seconds,455.517917
train_samples,19191
val_samples,2711
test_samples,5458
