delta,epoch,epsilon,stage,target_epsilon,train_loss,val_accuracy,val_f1,val_loss
0.0,1,0.0,1,0.0,0.7652502039586044,0.7003938167095545,0.4683332409336317,
0.0,2,0.0,1,0.0,0.7501942805606037,0.6986308428413177,0.4692198845494137,
0.0,3,0.0,1,0.0,0.748090481513276,0.7082259845417218,0.4718928376250011,
0.0,4,0.0,1,0.0,0.7471835438045829,0.7000699300698785,0.465986846694677,
0.0,5,0.0,1,0.0,0.7468359664889392,0.7003349282296134,0.4700978445795183,
0.0,6,0.0,1,0.0,0.7465387806713693,0.6589473684210041,0.45923305515970303,
0.0,7,0.0,1,0.0,0.7463154245866525,0.6954103790945383,0.46436774416093357,
0.0,8,0.0,1,0.0,0.746122698389266,0.7566691203532752,0.4639978161852848,
0.0,1,0.0,2,0.0,0.16608605445301766,,,0.14699312873657577
0.0,2,0.0,2,0.0,0.16418515033890768,,,0.1468890432346763
0.0,3,0.0,2,0.0,0.16397698195271093,,,0.14791488220185808
0.0,4,0.0,2,0.0,0.1638910160786265,,,0.151720676125379
0.0,5,0.0,2,0.0,0.16348925999706826,,,0.14548486809738034
0.0,6,0.0,2,0.0,0.16374409578345114,,,0.14583301633991233
0.0,7,0.0,2,0.0,0.16352756405395805,,,0.1478795751140383
0.0,8,0.0,2,0.0,0.1634927570996729,,,0.14888883485062135
0.0,9,0.0,2,0.0,0.1635141595909916,,,0.14720079705451058
0.0,10,0.0,2,0.0,0.16346057677016987,,,0.14716680153643175
0.0,1,0.0,3,0.0,0.007047384230282866,,,0.01142093364706114
0.0,2,0.0,3,0.0,0.006597026480826611,,,0.011227547786903515
0.0,3,0.0,3,0.0,0.006532115851184634,,,0.011209650706821436
0.0,4,0.0,3,0.0,0.006500415928588788,,,0.01114407499558363
0.0,5,0.0,3,0.0,0.006488810250679442,,,0.01108876830449363
0.0,6,0.0,3,0.0,0.0064699104138113165,,,0.011077200979997903
0.0,7,0.0,3,0.0,0.006457116134565599,,,0.011038976614270246
0.0,8,0.0,3,0.0,0.006449109003181072,,,0.011036865386020563
0.0,9,0.0,3,0.0,0.006433917315953547,,,0.011032216678458306
0.0,10,0.0,3,0.0,0.0064287838077301315,,,0.011002439655839278
