metric,value
epsilon_target,3.000000
epsilon_approx_upper,2.925153
delta,0.000010000000
noise_multiplier,0.018653
max_grad_norm,1.000000
train_sec,1807.09
precision_arrival,0.556683
recall_arrival,0.494970
f1_arrival,0.524016
accuracy_arrival,0.762449
precision_departure,0.491342
recall_departure,0.610481
f1_departure,0.544470
accuracy_departure,0.775110
precision,0.524012
recall,0.552726
f1,0.534243
accuracy,0.768779
