delta,epoch,epoch_time_seconds,epsilon,stage,train_loss,train_masked_ratio,train_nondelayed,train_nondelayed_ratio,val_accuracy,val_f1,val_loss,val_masked_ratio,val_nondelayed,val_nondelayed_ratio,val_precision,val_recall
1e-05,1,1951.6113328933716,4.809042934703291,1,0.2995027995518739,,,,0.9287801513693862,0.061717394301391164,,,,,0.08591466216780949,0.048157709914353586
1e-05,2,1992.3118348121643,5.093077357439644,1,0.2773792429459183,,,,0.8583489119189637,0.08581890731543976,,,,,0.07774535097586069,0.1408383083718422
1e-05,3,1935.3582565784454,5.295838762833173,1,0.2755580834708088,,,,0.8323792583988088,0.09219722230260435,,,,,0.07073446885181423,0.17479766213150022
1e-05,4,1932.5610218048096,5.460554523763266,1,0.2737965266972096,,,,0.8721699911065779,0.07457906360354415,,,,,0.09211077244841726,0.12030118792276584
1e-05,5,1990.1564502716064,5.621748680649939,1,0.27324368371455665,,,,0.8665680527070282,0.081042964909113,,,,,0.08433295393290295,0.12860278899465016
1e-05,6,1930.886643409729,5.730857710314692,1,0.2745171535542916,,,,0.8865954589178923,0.07899059401997814,,,,,0.07874556146081928,0.1019143836182797
1e-05,7,1928.2930035591125,5.839966739979444,1,0.2739142925993048,,,,0.8954162658583789,0.0773766458291527,,,,,0.0780679204059994,0.09101736067574759
1e-05,8,1933.6476175785065,5.949075769644197,1,0.2755281376004531,,,,0.9320425794507698,0.05784083724515185,,,,,0.09634916714036582,0.042865021979907846
1e-05,1,965.3410954475403,6.058184799308949,2,0.26578956152237726,0.22484955053197195,,,,,0.34091729733622217,0.04865419169827758,,,,
1e-05,2,967.6151766777039,6.159589617854918,2,0.2607476506085531,0.2249291587573331,,,,,0.3488679107462149,0.04865419169827758,,,,
1e-05,3,965.3207726478577,6.237325963324476,2,0.259993082654878,0.2247103472009789,,,,,0.3543968810962059,0.04865419169827758,,,,
1e-05,4,965.4879789352417,6.315062308794035,2,0.2606890440884302,0.2248243641439206,,,,,0.34121032200203,0.04865419169827758,,,,
1e-05,5,968.3819100856781,6.3927986542635935,2,0.261269324590243,0.2247409542612361,,,,,0.3362206749032774,0.04865419169827758,,,,
1e-05,6,967.2392988204956,6.470534999733152,2,0.2608884171144407,0.2246761023844067,,,,,0.34673108546519366,0.04865419169827758,,,,
1e-05,7,966.6491565704346,6.548271345202711,2,0.26079755392455184,0.22459883711907633,,,,,0.3598006678454484,0.04865419169827758,,,,
1e-05,8,969.3986105918884,6.626007690672268,2,0.26099273879704626,0.2249191268830019,,,,,0.3412669643477376,0.04865419169827758,,,,
1e-05,1,969.2978081703186,6.703744036141827,3,0.04441652613979953,,3866802.0,0.5000263797788134,,,3.936806642033082,,567979.0,0.5154355046554259,,
1e-05,2,966.7163126468658,6.781480381611385,3,0.025504103756918712,,3864599.0,0.49966396858914386,,,3.629623895212056,,567979.0,0.5154355046554259,,
1e-05,3,967.5822582244873,6.845110399428019,3,0.024594087579841842,,3867715.0,0.5000248220889701,,,3.4945411011663188,,567979.0,0.5154355046554259,,
1e-05,4,969.4232325553894,6.904041482226145,3,0.024153843624434974,,3871271.0,0.5002013069186267,,,3.4378117136008233,,567979.0,0.5154355046554259,,
1e-05,5,967.6870896816254,6.962972565024271,3,0.023919640251153416,,3865390.0,0.4999880998023015,,,3.4007031171233257,,567979.0,0.5154355046554259,,
1e-05,6,969.5545082092285,7.0219036478223975,3,0.023812684297216714,,3866265.0,0.5000724318073935,,,3.3544907206788435,,567979.0,0.5154355046554259,,
1e-05,7,968.72092628479,7.0808347306205235,3,0.023735466168009502,,3870198.0,0.5002384735829435,,,3.3819001478289064,,567979.0,0.5154355046554259,,
1e-05,8,988.0970702171326,7.1397658134186495,3,0.023630772619282602,,3865716.0,0.4997793104090243,,,3.3524563713979223,,567979.0,0.5154355046554259,,
1e-05,9,1129.2624068260193,7.198696896216776,3,0.023582289504918575,,3868678.0,0.4998897799242337,,,3.352099384725717,,567979.0,0.5154355046554259,,
1e-05,10,1288.2867975234985,7.257627979014902,3,0.023548318603967576,,3868779.0,0.5000116318473777,,,3.331025108231208,,567979.0,0.5154355046554259,,
1e-05,11,1365.9161975383759,7.316559061813028,3,0.02353057858207576,,3864040.0,0.499641952835012,,,3.338331949603544,,567979.0,0.5154355046554259,,
1e-05,12,1366.7145850658417,7.375490144611155,3,0.023464657707784376,,3868486.0,0.49972497910538766,,,3.3221262777170097,,567979.0,0.5154355046554259,,
