epoch,loss,mae,r2,rmse
1,0.961418628692627,8.494728127031921,-1.3914267179435085,15.161847326652477
2,67.32904815673828,30.355493054993254,-82.61185851605856,89.6521632781428
3,0.919775128364563,7.226891553551123,-0.8045109810039267,13.170720247396998
4,0.9595566987991333,24.148209583694005,-186.621741852897,134.29815207383334
5,0.9400736093521118,18.090795888515498,-15.963468841778102,40.381204817444996
6,16.35209083557129,7.653454012745992,-0.8084333710864531,13.184999412930175
7,0.9648357629776001,-24.54134883139979,-480.15015088939896,215.06426587680468
8,21.924152374267578,11.216053100531665,-5.407460402264577,24.81638390612211
9,0.9752066731452942,2.5783529983737483,-325.1603058545987,177.06908612959322
10,502.4315185546875,26.49424442994441,-94.58324032068178,95.8499099421155
11,0.9041092395782471,6.274103607076903,-0.17301584324680275,10.618650854911138
12,0.9213721752166748,5.875629289796536,-0.03831468709327662,9.99066220145742
13,11.475223541259766,7.9805814129984345,-0.8430092758939084,13.31047396455651
14,0.9100472331047058,5.932635057084358,-0.05753852551789936,10.082724266715067
15,0.9249668717384338,7.968653834982338,-0.8699743502730751,13.4074767589765
