metric,value
precision_arrival,0.4816919927433316
recall_arrival,0.8019924072379525
f1_arrival,0.6018820791211498
accuracy_arrival,0.7197144948755226
precision_departure,0.4309164611976739
recall_departure,0.8571974861169726
f1_departure,0.5735214732633159
accuracy_departure,0.7193374816983631
precision,0.45630422697050277
recall,0.8295949466774626
f1,0.5877017761922328
accuracy,0.7195259882869429
